tag_id,utc,lat,dir1,lon,dir2,lat2,dir3,lon2,dir4,Day of Year,Depth (m),SST weekly (C),SST monthly (C),Country,Displacement (km),Distance (km),Cummulative (km),Hours,Cummulative (days),Speed (kph)
134552,28/11/2015 9:14,-12.878,S,125.037,E,-12.878,S,125.037,E,332,-93.22,31.92,31,Australia,423.1,2.52,19667.61,0.35,112.43,7.18
134552,28/11/2015 10:46,-12.864,S,124.995,E,-12.864,S,124.995,E,332,-91.7,31.86,31.01,Australia,427.8,4.82,19672.43,1.53,112.49,3.15
134552,30/11/2015 0:43,-12.809,S,124.844,E,-12.809,S,124.844,E,334,-75.81,31.62,30.93,Australia,445,17.5,19689.93,37.95,114.07,0.46
134552,30/11/2015 1:37,-12.809,S,124.818,E,-12.809,S,124.818,E,334,-75.46,31.56,30.92,Australia,447.4,2.82,19692.75,0.9,114.11,3.12
134552,30/11/2015 6:18,-12.825,S,124.708,E,-12.825,S,124.708,E,334,-86.04,31.58,30.86,Australia,456.9,12.07,19704.82,4.68,114.3,2.58
134552,30/11/2015 8:09,-12.78,S,124.822,E,-12.78,S,124.822,E,334,-78.4,31.59,30.93,Australia,448.7,13.35,19718.17,1.85,114.38,7.2
134552,30/11/2015 9:28,-12.751,S,124.863,E,-12.751,S,124.863,E,334,-84.6,31.66,30.94,Australia,446.5,5.5,19723.67,1.31,114.44,4.19
134552,30/11/2015 10:00,-12.77,S,124.804,E,-12.77,S,124.804,E,334,-79.6,31.58,30.94,Australia,450.9,6.75,19730.42,0.53,114.46,12.72
134552,30/11/2015 10:01,-12.746,S,124.812,E,-12.746,S,124.812,E,334,-83.48,31.63,30.96,Australia,451.6,2.81,19733.23,0.03,114.46,100.16
134552,30/11/2015 11:10,-12.746,S,124.803,E,-12.746,S,124.803,E,334,-83.48,31.62,30.96,Australia,452.4,0.98,19734.21,1.14,114.51,0.86
134552,1/12/2015 23:57,-12.6,S,124.594,E,-12.6,S,124.594,E,335,-95,31.45,30.97,Australia,480.2,27.92,19762.13,36.79,116.04,0.76
134552,2/12/2015 7:55,-12.58,S,124.535,E,-12.58,S,124.535,E,336,-96,31.29,30.95,Australia,486.9,6.79,19768.92,7.96,116.37,0.85
134552,2/12/2015 9:37,-12.585,S,124.556,E,-12.585,S,124.556,E,336,-96,31.33,30.94,Australia,484.6,2.35,19771.27,1.69,116.44,1.39
134552,2/12/2015 10:47,-12.587,S,124.563,E,-12.587,S,124.563,E,336,-96,31.24,30.95,Australia,483.8,0.79,19772.06,1.17,116.49,0.68
134552,2/12/2015 11:47,-12.587,S,124.564,E,-12.587,S,124.564,E,336,-96,31.36,30.95,Australia,483.8,0.11,19772.17,1,116.53,0.11
134552,4/12/2015 5:31,-12.612,S,124.529,E,-12.612,S,124.529,E,338,-96,31.12,30.96,Australia,485.6,4.71,19776.88,41.74,118.27,0.11
134552,4/12/2015 7:17,-12.614,S,124.527,E,-12.614,S,124.527,E,338,-96,31.12,30.97,Australia,485.7,0.31,19777.19,1.76,118.35,0.18
134552,4/12/2015 9:01,-12.6,S,124.534,E,-12.6,S,124.534,E,338,-96,31.13,30.95,Australia,485.8,1.73,19778.92,1.74,118.42,0.99
134552,4/12/2015 9:02,-12.626,S,124.547,E,-12.626,S,124.547,E,338,-95.54,31.15,30.93,Australia,483.1,3.22,19782.14,0.01,118.42,504
134552,4/12/2015 9:54,-12.624,S,124.545,E,-12.624,S,124.545,E,338,-95.69,31.15,30.93,Australia,483.4,0.31,19782.45,0.86,118.45,0.36
134552,6/12/2015 1:12,-12.53,S,124.48,E,-12.53,S,124.48,E,340,-96,31.15,30.97,Australia,494.8,12.62,19795.07,39.31,120.09,0.32
134552,6/12/2015 5:18,-12.473,S,124.447,E,-12.473,S,124.447,E,340,-96.93,31.13,30.85,Australia,501.2,7.29,19802.36,4.1,120.26,1.78
134552,6/12/2015 8:04,-12.48,S,124.52,E,-12.48,S,124.52,E,340,-97,31.08,30.83,Australia,494.1,7.97,19810.33,2.76,120.38,2.89
134552,6/12/2015 9:12,-12.538,S,124.501,E,-12.538,S,124.501,E,340,-96,31.15,30.97,Australia,492.4,6.78,19817.11,1.13,120.43,5.98
134552,6/12/2015 10:20,-12.551,S,124.499,E,-12.551,S,124.499,E,340,-96,31.14,30.98,Australia,491.9,1.46,19818.57,1.13,120.47,1.29
134552,8/12/2015 10:04,-12.616,S,124.562,E,-12.616,S,124.562,E,342,-95.31,31.15,30.95,Australia,482.3,9.96,19828.53,47.74,122.46,0.21
134552,8/12/2015 10:04,-12.595,S,124.545,E,-12.595,S,124.545,E,342,-96,31.15,30.93,Australia,485.1,2.98,19831.51,0.01,122.46,466.43
134552,10/12/2015 0:40,-12.614,S,124.568,E,-12.614,S,124.568,E,344,-95.15,31.15,30.95,Australia,481.8,3.27,19834.78,38.6,124.07,0.08
134552,10/12/2015 2:21,-12.678,S,124.631,E,-12.678,S,124.631,E,344,-93.04,31.2,30.89,Australia,472.3,9.88,19844.66,1.67,124.14,5.91
134552,10/12/2015 4:26,-12.705,S,124.616,E,-12.705,S,124.616,E,344,-93.03,31.24,30.81,Australia,472.2,3.42,19848.08,2.08,124.23,1.64
134552,10/12/2015 6:06,-12.678,S,124.627,E,-12.678,S,124.627,E,344,-93.12,31.21,30.88,Australia,472.7,3.23,19851.31,1.67,124.3,1.93
134552,10/12/2015 9:13,-12.674,S,124.656,E,-12.674,S,124.656,E,344,-92.84,31.17,30.91,Australia,470.2,3.18,19854.49,3.11,124.43,1.02
134552,10/12/2015 9:13,-12.673,S,124.66,E,-12.673,S,124.66,E,344,-92.77,31.16,30.91,Australia,469.9,0.45,19854.94,0.01,124.43,73.64
134552,10/12/2015 9:42,-12.671,S,124.663,E,-12.671,S,124.663,E,344,-92.8,31.15,30.91,Australia,469.7,0.39,19855.33,0.48,124.45,0.81
134552,10/12/2015 11:00,-12.693,S,124.672,E,-12.693,S,124.672,E,344,-91.81,31.19,30.91,Australia,467.6,2.64,19857.97,1.31,124.5,2.02
134552,12/12/2015 1:38,-12.75,S,124.654,E,-12.75,S,124.654,E,346,-90.76,30.88,30.77,Australia,466.1,6.64,19864.61,38.63,126.11,0.17
134552,12/12/2015 7:26,-12.754,S,124.804,E,-12.754,S,124.804,E,346,-82.28,31.16,30.8,Australia,451.8,16.29,19880.9,5.81,126.35,2.81
134552,12/12/2015 8:23,-12.747,S,124.803,E,-12.747,S,124.803,E,346,-83.36,31.15,30.8,Australia,452.3,0.79,19881.69,0.94,126.39,0.84
134552,12/12/2015 9:11,-12.745,S,124.824,E,-12.745,S,124.824,E,346,-83.6,31.19,30.76,Australia,450.5,2.29,19883.98,0.79,126.42,2.89
134552,12/12/2015 9:54,-12.769,S,124.828,E,-12.769,S,124.828,E,346,-79.72,31.26,30.79,Australia,448.8,2.71,19886.69,0.73,126.45,3.74
134552,12/12/2015 9:55,-12.745,S,124.825,E,-12.745,S,124.825,E,346,-83.6,31.19,30.76,Australia,450.4,2.69,19889.38,0.01,126.46,215.2
134552,14/12/2015 0:57,-12.763,S,124.777,E,-12.763,S,124.777,E,348,-82.12,31.14,30.81,Australia,453.9,5.58,19894.96,39.04,128.08,0.14
134552,14/12/2015 1:51,-12.761,S,124.737,E,-12.761,S,124.737,E,348,-85.12,31.15,30.8,Australia,457.7,4.35,19899.31,0.89,128.12,4.86
134552,14/12/2015 2:36,-12.762,S,124.744,E,-12.762,S,124.744,E,348,-84.64,31.15,30.8,Australia,457,0.77,19900.08,0.76,128.15,1.02
134552,14/12/2015 5:17,-12.773,S,124.747,E,-12.773,S,124.747,E,348,-83.8,31.11,30.78,Australia,456.1,1.27,19901.35,2.68,128.26,0.47
134552,14/12/2015 7:07,-12.733,S,124.759,E,-12.733,S,124.759,E,348,-86.48,31.2,30.86,Australia,457.2,4.64,19905.99,1.84,128.34,2.53
134552,14/12/2015 8:54,-12.729,S,124.729,E,-12.729,S,124.729,E,348,-87.52,31.3,30.89,Australia,460.3,3.29,19909.28,1.78,128.41,1.85
134552,14/12/2015 8:58,-12.724,S,124.729,E,-12.724,S,124.729,E,348,-87.82,31.32,30.9,Australia,460.6,0.56,19909.84,0.06,128.42,8.84
134552,14/12/2015 9:09,-12.723,S,124.725,E,-12.723,S,124.725,E,348,-88.12,31.34,30.91,Australia,461,0.45,19910.29,0.18,128.42,2.53
134552,14/12/2015 10:31,-12.712,S,124.718,E,-12.712,S,124.718,E,348,-89.22,31.43,30.95,Australia,462.3,1.44,19911.73,1.38,128.48,1.05
134552,14/12/2015 10:32,-12.71,S,124.721,E,-12.71,S,124.721,E,348,-89.24,31.42,30.95,Australia,462.1,0.39,19912.12,0.01,128.48,43.88
134552,14/12/2015 10:51,-12.71,S,124.721,E,-12.71,S,124.721,E,348,-89.24,31.42,30.95,Australia,462.1,0,19912.12,0.32,128.49,0
134552,14/12/2015 11:50,-12.716,S,124.716,E,-12.716,S,124.716,E,348,-89.08,31.41,30.94,Australia,462.2,0.86,19912.98,0.98,128.53,0.88
134552,16/12/2015 0:17,-12.628,S,124.65,E,-12.628,S,124.65,E,350,-94.32,31.68,30.97,Australia,473.4,12.14,19925.12,36.46,130.05,0.33
134552,16/12/2015 1:02,-12.657,S,124.63,E,-12.657,S,124.63,E,350,-93.66,31.33,30.94,Australia,473.6,3.89,19929.01,0.74,130.08,5.25
134552,16/12/2015 1:49,-12.643,S,124.637,E,-12.643,S,124.637,E,350,-94,31.52,30.96,Australia,473.7,1.73,19930.74,0.79,130.12,2.2
134552,16/12/2015 4:56,-12.649,S,124.613,E,-12.649,S,124.613,E,350,-94.06,31.38,30.95,Australia,475.6,2.69,19933.43,3.11,130.25,0.87
134552,16/12/2015 6:39,-12.635,S,124.628,E,-12.635,S,124.628,E,350,-94.29,31.62,30.99,Australia,475,2.25,19935.68,1.73,130.32,1.3
134552,16/12/2015 8:24,-12.623,S,124.621,E,-12.623,S,124.621,E,350,-94.9,31.73,31.02,Australia,476.4,1.54,19937.22,1.75,130.39,0.88
134552,16/12/2015 8:25,-12.629,S,124.63,E,-12.629,S,124.63,E,350,-94.41,31.7,31,Australia,475.2,1.18,19938.4,0.01,130.39,184.7
134552,16/12/2015 9:55,-12.618,S,124.626,E,-12.618,S,124.626,E,350,-94.96,31.74,31.01,Australia,476.2,1.3,19939.7,1.51,130.46,0.86
134552,18/12/2015 0:30,-12.603,S,124.697,E,-12.603,S,124.697,E,352,-94.82,31.62,30.92,Australia,470.5,7.89,19947.59,38.57,132.06,0.2
134552,18/12/2015 9:12,-12.8,S,124.905,E,-12.8,S,124.905,E,352,-83.9,31.53,30.88,Australia,439.8,31.48,19979.07,8.71,132.43,3.61
134552,18/12/2015 9:41,-12.802,S,124.909,E,-12.802,S,124.909,E,352,-84.56,31.54,30.89,Australia,439.3,0.49,19979.56,0.47,132.45,1.04
134552,18/12/2015 10:49,-12.789,S,124.923,E,-12.789,S,124.923,E,352,-87.42,31.54,30.87,Australia,438.8,2.1,19981.66,1.14,132.49,1.84
134552,20/12/2015 1:27,-12.876,S,125.26,E,-12.876,S,125.26,E,354,-95,-99.99,30.8,Australia,402.6,37.84,20019.5,38.63,134.1,0.98
134552,20/12/2015 7:34,-12.991,S,124.948,E,-12.991,S,124.948,E,354,-91.46,29.42,30.48,Australia,425.2,36.19,20055.69,6.13,134.36,5.91
134552,20/12/2015 9:05,-12.972,S,124.915,E,-12.972,S,124.915,E,354,-89.93,29.38,30.61,Australia,429.4,4.16,20059.85,1.51,134.42,2.76
134552,20/12/2015 9:59,-12.977,S,124.929,E,-12.977,S,124.929,E,354,-90.46,29.4,30.58,Australia,427.8,1.62,20061.47,0.91,134.46,1.79
134552,24/12/2015 10:13,-12.926,S,125.056,E,-12.926,S,125.056,E,358,-93,28.01,30.48,Australia,418.6,14.9,20076.37,96.23,138.47,0.15
134552,26/12/2015 0:08,-12.844,S,125.224,E,-12.844,S,125.224,E,360,-96.36,-99.99,30.82,Australia,407.8,20.39,20096.76,37.92,140.05,0.54
134552,28/12/2015 7:45,-12.725,S,125.185,E,-12.725,S,125.185,E,362,-100,28.36,30.91,Australia,418.6,13.91,20110.67,55.61,142.36,0.25
134552,28/12/2015 7:48,-12.72,S,125.181,E,-12.72,S,125.181,E,362,-100,28.35,30.91,Australia,419.2,0.71,20111.38,0.05,142.37,13.6
134552,28/12/2015 8:11,-12.695,S,125.16,E,-12.695,S,125.16,E,362,-100,28.37,30.87,Australia,422.7,3.6,20114.98,0.38,142.38,9.39
134552,28/12/2015 8:22,-12.678,S,125.152,E,-12.678,S,125.152,E,362,-100,28.36,30.86,Australia,424.5,2.08,20117.06,0.18,142.39,11.7
134552,28/12/2015 9:59,-12.675,S,125.139,E,-12.675,S,125.139,E,362,-100,28.36,30.83,Australia,425.8,1.45,20118.51,1.63,142.46,0.89
134552,28/12/2015 11:12,-12.657,S,125.123,E,-12.657,S,125.123,E,362,-100,28.32,30.83,Australia,428.4,2.65,20121.16,1.21,142.51,2.18
134552,30/12/2015 9:06,-12.552,S,125.091,E,-12.552,S,125.091,E,364,-100,28.56,30.67,Australia,437.9,12.19,20133.35,45.89,144.42,0.27
134552,30/12/2015 9:07,-12.554,S,125.122,E,-12.554,S,125.122,E,364,-100,28.46,30.71,Australia,435,3.38,20136.73,0.02,144.42,178.94
134552,30/12/2015 10:49,-12.549,S,125.094,E,-12.549,S,125.094,E,364,-100,28.56,30.67,Australia,437.8,3.09,20139.82,1.71,144.49,1.81
134552,30/12/2015 10:52,-12.551,S,125.092,E,-12.551,S,125.092,E,364,-100,28.56,30.67,Australia,437.9,0.31,20140.13,0.04,144.49,7.11
134552,1/01/2016 0:33,-12.64,S,125.022,E,-12.64,S,125.022,E,1,-100,29.16,30.13,Australia,438.5,12.49,20152.62,37.69,146.07,0.33
134552,1/01/2016 9:27,-12.676,S,125.035,E,-12.676,S,125.035,E,1,-100,29.14,30.19,Australia,435.2,4.25,20156.87,8.89,146.44,0.48
134552,1/01/2016 11:07,-12.653,S,125.08,E,-12.653,S,125.08,E,1,-100,29.15,30.12,Australia,432.5,5.52,20162.39,1.68,146.51,3.3
134552,3/01/2016 0:34,-12.542,S,125.219,E,-12.542,S,125.219,E,3,-100,29.09,30.11,Australia,427.3,19.51,20181.9,37.44,148.07,0.52
134552,3/01/2016 1:34,-12.521,S,125.253,E,-12.521,S,125.253,E,3,-100,29.06,30.12,Australia,425.7,4.37,20186.27,0.99,148.11,4.4
134552,3/01/2016 2:18,-12.518,S,125.257,E,-12.518,S,125.257,E,3,-100,29.06,30.12,Australia,425.5,0.55,20186.82,0.74,148.14,0.74
134552,5/01/2016 6:09,-12.621,S,125.304,E,-12.621,S,125.304,E,5,-100,28.91,30.04,Australia,414.6,12.55,20199.37,51.86,150.3,0.24
134552,5/01/2016 8:19,-12.491,S,125.551,E,-12.491,S,125.551,E,5,-100,28.88,29.92,Australia,402.4,30.49,20229.86,2.16,150.39,14.14
134552,5/01/2016 9:35,-12.469,S,125.554,E,-12.469,S,125.554,E,5,-100,28.88,29.95,Australia,403.7,2.47,20232.33,1.27,150.44,1.94
134552,5/01/2016 9:59,-12.474,S,125.576,E,-12.474,S,125.576,E,5,-100,28.89,29.93,Australia,401.5,2.46,20234.79,0.39,150.46,6.27
134552,7/01/2016 1:53,-12.471,S,125.524,E,-12.471,S,125.524,E,7,-100,28.9,29.97,Australia,406.1,5.66,20240.45,39.91,152.12,0.14
134552,7/01/2016 5:46,-12.434,S,125.566,E,-12.434,S,125.566,E,7,-100,28.89,29.99,Australia,405.3,6.15,20246.6,3.88,152.28,1.58
134552,7/01/2016 11:00,-12.463,S,125.545,E,-12.463,S,125.545,E,7,-100,28.88,29.96,Australia,404.9,3.95,20250.55,5.23,152.5,0.75
134552,9/01/2016 0:17,-12.354,S,125.59,E,-12.354,S,125.59,E,9,-98,30.23,30,Australia,409.2,13.08,20263.63,37.28,154.05,0.35
134552,9/01/2016 1:51,-12.341,S,125.602,E,-12.341,S,125.602,E,9,-97.94,30.16,29.95,Australia,409.2,1.95,20265.58,1.57,154.12,1.24
134552,9/01/2016 5:33,-12.351,S,125.599,E,-12.351,S,125.599,E,9,-98,30.18,29.97,Australia,408.7,1.16,20266.74,3.71,154.27,0.31
134552,9/01/2016 8:28,-12.347,S,125.619,E,-12.347,S,125.619,E,9,-97.71,30.08,29.89,Australia,407.4,2.22,20268.96,2.91,154.39,0.76
134552,9/01/2016 8:35,-12.345,S,125.606,E,-12.345,S,125.606,E,9,-97.89,30.14,29.94,Australia,408.6,1.43,20270.39,0.12,154.4,12.35
134552,9/01/2016 8:57,-12.35,S,125.616,E,-12.35,S,125.616,E,9,-98,30.1,29.91,Australia,407.4,1.22,20271.61,0.37,154.42,3.26
134552,9/01/2016 10:03,-12.358,S,125.621,E,-12.358,S,125.621,E,9,-97.86,30.08,29.89,Australia,406.4,1.04,20272.65,1.09,154.46,0.95
134552,9/01/2016 10:13,-12.358,S,125.627,E,-12.358,S,125.627,E,9,-97.68,30.06,29.88,Australia,405.9,0.65,20273.3,0.18,154.47,3.69
134552,9/01/2016 10:35,-12.369,S,125.637,E,-12.369,S,125.637,E,9,-97.78,30.09,29.86,Australia,404.3,1.64,20274.94,0.36,154.48,4.5
134552,11/01/2016 2:06,-12.24,S,125.655,E,-12.24,S,125.655,E,11,-95.7,30.22,29.87,Australia,412.7,14.49,20289.43,39.51,156.13,0.37
134552,11/01/2016 5:12,-12.21,S,125.61,E,-12.21,S,125.61,E,11,-96,30.37,29.95,Australia,418.5,5.93,20295.36,3.1,156.26,1.91
134552,11/01/2016 8:28,-12.232,S,125.71,E,-12.232,S,125.71,E,11,-94,30.26,29.84,Australia,409,11.15,20306.51,3.27,156.39,3.41
134552,11/01/2016 9:08,-12.229,S,125.714,E,-12.229,S,125.714,E,11,-94,30.27,29.85,Australia,408.9,0.55,20307.06,0.67,156.42,0.82
134552,11/01/2016 9:10,-12.227,S,125.713,E,-12.227,S,125.713,E,11,-94,30.27,29.85,Australia,409.2,0.25,20307.31,0.03,156.42,7.5
134552,11/01/2016 10:11,-12.216,S,125.731,E,-12.216,S,125.731,E,11,-93.97,30.29,29.89,Australia,408.6,2.31,20309.62,1.01,156.47,2.28
134552,11/01/2016 10:53,-12.222,S,125.72,E,-12.222,S,125.72,E,11,-94,30.28,29.87,Australia,409,1.37,20310.99,0.7,156.5,1.96
134552,11/01/2016 10:54,-12.217,S,125.735,E,-12.217,S,125.735,E,11,-93.9,30.29,29.89,Australia,408.3,1.72,20312.71,0.02,156.5,110.57
134552,13/01/2016 1:27,-12.297,S,125.775,E,-12.297,S,125.775,E,13,-93,30.29,29.8,Australia,398.9,9.91,20322.62,38.55,158.1,0.26
134552,13/01/2016 2:18,-12.325,S,125.782,E,-12.325,S,125.782,E,13,-93.08,30.31,29.81,Australia,396.2,3.21,20325.83,0.84,158.14,3.81
134552,13/01/2016 4:44,-12.345,S,125.799,E,-12.345,S,125.799,E,13,-93,30.33,29.83,Australia,393.3,2.89,20328.72,2.44,158.24,1.19
134552,13/01/2016 6:21,-12.353,S,125.773,E,-12.353,S,125.773,E,13,-93.62,30.3,29.81,Australia,394.7,2.96,20331.68,1.62,158.31,1.82
134552,13/01/2016 8:07,-12.34,S,125.815,E,-12.34,S,125.815,E,13,-92.1,30.34,29.81,Australia,392.4,4.79,20336.47,1.77,158.38,2.71
134552,13/01/2016 8:09,-12.357,S,125.814,E,-12.357,S,125.814,E,13,-92.51,30.33,29.82,Australia,391.2,1.9,20338.37,0.03,158.38,57
134552,13/01/2016 8:29,-12.334,S,125.819,E,-12.334,S,125.819,E,13,-92,30.35,29.81,Australia,392.6,2.62,20340.99,0.33,158.4,8.03
134552,13/01/2016 9:46,-12.338,S,125.819,E,-12.338,S,125.819,E,13,-92,30.35,29.81,Australia,392.3,0.45,20341.44,1.29,158.45,0.35
134552,13/01/2016 9:47,-12.354,S,125.837,E,-12.354,S,125.837,E,13,-92,30.33,29.8,Australia,389.6,2.65,20344.09,0.01,158.45,207.39
134552,13/01/2016 10:02,-12.342,S,125.802,E,-12.342,S,125.802,E,13,-92.88,30.34,29.82,Australia,393.3,4.03,20348.12,0.24,158.46,16.52
134552,15/01/2016 1:34,-12.315,S,125.915,E,-12.315,S,125.915,E,15,-90,30.39,29.79,Australia,386.7,12.65,20360.77,39.54,160.11,0.32
134552,15/01/2016 4:23,-12.321,S,125.929,E,-12.321,S,125.929,E,15,-90,30.36,29.79,Australia,385.2,1.66,20362.43,2.81,160.22,0.59
134552,15/01/2016 6:01,-12.332,S,125.879,E,-12.332,S,125.879,E,15,-91,30.4,29.77,Australia,388.1,5.57,20368,1.65,160.29,3.38
134552,15/01/2016 7:40,-12.333,S,125.87,E,-12.333,S,125.87,E,15,-91,30.4,29.77,Australia,388.7,0.99,20368.99,1.64,160.36,0.6
134552,15/01/2016 9:12,-12.315,S,125.886,E,-12.315,S,125.886,E,15,-90.84,30.44,29.77,Australia,389,2.65,20371.64,1.53,160.43,1.74
134552,15/01/2016 9:21,-12.315,S,125.859,E,-12.315,S,125.859,E,15,-91.41,30.43,29.78,Australia,391,2.94,20374.58,0.17,160.43,17.82
134552,15/01/2016 10:28,-12.312,S,125.872,E,-12.312,S,125.872,E,15,-91,30.47,29.77,Australia,390.3,1.45,20376.03,1.1,160.48,1.31
134552,17/01/2016 0:52,-12.303,S,125.705,E,-12.303,S,125.705,E,17,-95,30.76,29.71,Australia,403.9,18.19,20394.22,38.4,162.08,0.47
134552,17/01/2016 1:43,-12.328,S,125.674,E,-12.328,S,125.674,E,17,-96,30.77,29.77,Australia,404.4,4.37,20398.59,0.86,162.11,5.1
134552,17/01/2016 5:34,-12.433,S,125.606,E,-12.433,S,125.606,E,17,-99.98,30.8,29.92,Australia,402.1,13.83,20412.42,3.85,162.27,3.59
134552,17/01/2016 7:44,-12.417,S,125.61,E,-12.417,S,125.61,E,17,-99.02,30.8,29.92,Australia,402.9,1.83,20414.25,2.16,162.36,0.85
134552,17/01/2016 8:25,-12.337,S,125.641,E,-12.337,S,125.641,E,17,-97,30.83,29.83,Australia,406.4,9.52,20423.77,0.69,162.39,13.88
134552,17/01/2016 9:00,-12.33,S,125.639,E,-12.33,S,125.639,E,17,-96.93,30.85,29.83,Australia,407.1,0.81,20424.58,0.59,162.42,1.37
134552,17/01/2016 9:17,-12.331,S,125.639,E,-12.331,S,125.639,E,17,-96.95,30.84,29.83,Australia,407,0.11,20424.69,0.28,162.43,0.39
134552,17/01/2016 10:06,-12.313,S,125.644,E,-12.313,S,125.644,E,17,-96.36,30.87,29.81,Australia,407.9,2.08,20426.77,0.82,162.46,2.55
134552,17/01/2016 10:39,-12.33,S,125.633,E,-12.33,S,125.633,E,17,-97,30.86,29.84,Australia,407.5,2.24,20429.01,0.55,162.49,4.04
134552,19/01/2016 1:07,-12.54,S,125.606,E,-12.54,S,125.606,E,19,-98.38,30.76,29.9,Australia,394.3,23.56,20452.57,38.47,164.09,0.61
134552,19/01/2016 1:51,-12.484,S,125.519,E,-12.484,S,125.519,E,19,-100,30.77,29.95,Australia,405.6,11.32,20463.89,0.72,164.12,15.7
134552,19/01/2016 6:57,-12.492,S,125.459,E,-12.492,S,125.459,E,19,-100,30.81,29.97,Australia,410,6.58,20470.47,5.1,164.33,1.29
134552,19/01/2016 8:16,-12.482,S,125.437,E,-12.482,S,125.437,E,19,-100,30.79,30,Australia,412.6,2.64,20473.11,1.32,164.39,2
134552,19/01/2016 8:42,-12.482,S,125.351,E,-12.482,S,125.351,E,19,-100,30.79,30.05,Australia,419.9,9.35,20482.46,0.44,164.4,21.47
134552,19/01/2016 9:15,-12.475,S,125.407,E,-12.475,S,125.407,E,19,-100,30.79,30.02,Australia,415.6,6.14,20488.6,0.54,164.43,11.34
134552,19/01/2016 10:24,-12.461,S,125.411,E,-12.461,S,125.411,E,19,-100,30.77,30.04,Australia,416.3,1.62,20490.22,1.16,164.48,1.4
134552,21/01/2016 1:10,-12.589,S,125.31,E,-12.589,S,125.31,E,21,-100,30.76,30.05,Australia,416.2,17.99,20508.21,38.76,166.09,0.46
134552,21/01/2016 4:53,-12.68,S,125.36,E,-12.68,S,125.36,E,21,-100,30.82,30.07,Australia,405.8,11.49,20519.7,3.73,166.25,3.08
134552,21/01/2016 6:43,-12.671,S,125.373,E,-12.671,S,125.373,E,21,-100,30.82,30.06,Australia,405.3,1.73,20521.43,1.82,166.32,0.95
134552,21/01/2016 8:31,-12.593,S,125.349,E,-12.593,S,125.349,E,21,-100,30.79,30.02,Australia,412.5,9.07,20530.5,1.8,166.4,5.04
134552,21/01/2016 10:31,-12.569,S,125.346,E,-12.569,S,125.346,E,21,-100,30.77,30.01,Australia,414.4,2.69,20533.19,2,166.48,1.34
134552,23/01/2016 0:25,-12.514,S,125.565,E,-12.514,S,125.565,E,23,-100,30.79,29.89,Australia,399.6,24.57,20557.76,37.9,168.06,0.65
134552,23/01/2016 1:22,-12.529,S,125.58,E,-12.529,S,125.58,E,23,-99.05,30.78,29.89,Australia,397.3,2.33,20560.09,0.95,168.1,2.45
134552,23/01/2016 2:07,-12.523,S,125.583,E,-12.523,S,125.583,E,23,-99.01,30.78,29.89,Australia,397.4,0.74,20560.83,0.75,168.13,0.99
134552,23/01/2016 4:30,-12.52,S,125.588,E,-12.52,S,125.588,E,23,-99,30.78,29.9,Australia,397.2,0.64,20561.47,2.38,168.23,0.27
134552,23/01/2016 6:09,-12.585,S,125.608,E,-12.585,S,125.608,E,23,-97.47,30.74,29.83,Australia,390.9,7.55,20569.02,1.65,168.3,4.57
134552,23/01/2016 10:55,-12.585,S,125.709,E,-12.585,S,125.709,E,23,-94,30.69,29.69,Australia,382.5,10.97,20579.99,4.77,168.5,2.3
134552,23/01/2016 11:14,-12.591,S,125.718,E,-12.591,S,125.718,E,23,-93.92,30.68,29.65,Australia,381.3,1.18,20581.17,0.31,168.51,3.76
134552,23/01/2016 11:14,-12.584,S,125.711,E,-12.584,S,125.711,E,23,-94,30.7,29.68,Australia,382.4,1.09,20582.26,0.01,168.51,91.26
134552,25/01/2016 1:24,-12.727,S,125.802,E,-12.727,S,125.802,E,25,-88.38,-99.99,29.61,Australia,364.6,18.74,20601,38.16,170.1,0.49
134552,25/01/2016 5:45,-12.794,S,125.814,E,-12.794,S,125.814,E,25,-86.36,29.31,29.65,Australia,358.9,7.57,20608.57,4.35,170.28,1.74
134552,25/01/2016 7:32,-12.803,S,125.858,E,-12.803,S,125.858,E,25,-86.82,29.55,29.61,Australia,354.6,4.88,20613.45,1.79,170.36,2.73
134552,25/01/2016 8:29,-12.747,S,125.884,E,-12.747,S,125.884,E,25,-87.18,-99.99,29.58,Australia,356.4,6.84,20620.29,0.96,170.4,7.14
134552,25/01/2016 8:30,-12.751,S,125.877,E,-12.751,S,125.877,E,25,-87.36,-99.99,29.58,Australia,356.7,0.88,20621.17,0.02,170.4,51.1
134552,25/01/2016 9:15,-12.752,S,125.899,E,-12.752,S,125.899,E,25,-87,-99.99,29.58,Australia,354.8,2.39,20623.56,0.74,170.43,3.24
134552,25/01/2016 10:10,-12.748,S,125.919,E,-12.748,S,125.919,E,25,-87.1,-99.99,29.58,Australia,353.4,2.22,20625.78,0.92,170.47,2.42
134552,25/01/2016 10:10,-12.747,S,125.916,E,-12.747,S,125.916,E,25,-87.18,-99.99,29.58,Australia,353.7,0.34,20626.12,0.01,170.47,53.22
134552,27/01/2016 0:44,-12.678,S,125.963,E,-12.678,S,125.963,E,27,-88,28.7,29.51,Australia,354.9,9.22,20635.34,38.56,172.07,0.24
134552,27/01/2016 1:34,-12.689,S,125.972,E,-12.689,S,125.972,E,27,-87.45,28.53,29.53,Australia,353.4,1.57,20636.91,0.84,172.11,1.87
