tag_id,utc,lat,dir1,lon,dir2,lat2,dir3,lon2,dir4,Day of Year,Depth (m),Distance (km),Cummulative (km),Hours,Cummulative (days),Speed (kph)
165535a,12/02/2017 10:29,-21.708,S,114.755,E,-21.708,S,114.755,E,43,-6.52,2.71,3940.45,0.06,75.44,46.46
165535a,12/02/2017 13:13,-21.708,S,114.76,E,-21.708,S,114.76,E,43,-6.37,0.52,3940.97,2.73,75.55,0.19
165535a,12/02/2017 21:37,-21.72,S,114.76,E,-21.72,S,114.76,E,43,-1.56,1.34,3942.31,8.4,75.9,0.16
165535a,12/02/2017 22:21,-21.715,S,114.768,E,-21.715,S,114.768,E,43,-3.02,1,3943.31,0.73,75.93,1.36
165535a,13/02/2017 1:59,-21.707,S,114.785,E,-21.707,S,114.785,E,44,-8.74,1.97,3945.28,3.63,76.08,0.54
165535a,13/02/2017 9:29,-21.695,S,114.801,E,-21.695,S,114.801,E,44,-16.2,2.13,3947.41,7.51,76.4,0.28
165535a,13/02/2017 10:07,-21.71,S,114.767,E,-21.71,S,114.767,E,44,-5.24,3.89,3951.3,0.63,76.42,6.2
165535a,13/02/2017 10:13,-21.712,S,114.767,E,-21.712,S,114.767,E,44,-4.29,0.22,3951.52,0.09,76.43,2.39
165535a,13/02/2017 11:10,-21.709,S,114.767,E,-21.709,S,114.767,E,44,-5.72,0.33,3951.85,0.96,76.47,0.34
165535a,13/02/2017 11:42,-21.711,S,114.764,E,-21.711,S,114.764,E,44,-4.77,0.38,3952.23,0.54,76.49,0.71
165535a,13/02/2017 11:54,-21.71,S,114.765,E,-21.71,S,114.765,E,44,-5.24,0.15,3952.38,0.19,76.5,0.8
165535a,13/02/2017 17:52,-21.715,S,114.734,E,-21.715,S,114.734,E,44,-7.6,3.25,3955.63,5.97,76.74,0.54
165535a,13/02/2017 21:17,-21.704,S,114.736,E,-21.704,S,114.736,E,44,-12.4,1.24,3956.87,3.42,76.89,0.36
165535a,13/02/2017 21:53,-21.705,S,114.744,E,-21.705,S,114.744,E,44,-9.85,0.83,3957.7,0.62,76.91,1.35
165535a,13/02/2017 22:59,-21.706,S,114.743,E,-21.706,S,114.743,E,44,-9.59,0.15,3957.85,1.09,76.96,0.14
165535a,13/02/2017 23:17,-21.692,S,114.72,E,-21.692,S,114.72,E,44,-21.82,2.84,3960.69,0.3,76.97,9.58
165535a,13/02/2017 23:36,-21.694,S,114.721,E,-21.694,S,114.721,E,44,-20.55,0.25,3960.94,0.32,76.98,0.77
165535a,14/02/2017 9:01,-21.68,S,114.707,E,-21.68,S,114.707,E,45,-26.56,2.13,3963.07,9.42,77.38,0.23
165535a,14/02/2017 10:36,-21.71,S,114.764,E,-21.71,S,114.764,E,45,-5.26,6.78,3969.85,1.57,77.44,4.31
165535a,14/02/2017 11:18,-21.708,S,114.771,E,-21.708,S,114.771,E,45,-6.67,0.76,3970.61,0.71,77.47,1.08
165535a,14/02/2017 11:40,-21.71,S,114.77,E,-21.71,S,114.77,E,45,-5.64,0.25,3970.86,0.36,77.49,0.69
165535a,14/02/2017 19:13,-21.732,S,114.83,E,-21.732,S,114.83,E,45,-2.6,6.67,3977.53,7.55,77.8,0.88
165535a,14/02/2017 20:47,-21.721,S,114.76,E,-21.721,S,114.76,E,45,-1.43,7.34,3984.87,1.57,77.87,4.68
165535a,14/02/2017 22:29,-21.709,S,114.749,E,-21.709,S,114.749,E,45,-6.41,1.75,3986.62,1.7,77.94,1.03
165535a,14/02/2017 22:55,-21.706,S,114.748,E,-21.706,S,114.748,E,45,-8.28,0.35,3986.97,0.42,77.95,0.82
165535a,15/02/2017 2:12,-21.685,S,114.748,E,-21.685,S,114.748,E,46,-20.48,2.34,3989.31,3.29,78.09,0.71
165535a,15/02/2017 6:13,-21.683,S,114.745,E,-21.683,S,114.745,E,46,-22.37,0.38,3989.69,4,78.26,0.09
165535a,15/02/2017 7:46,-21.675,S,114.768,E,-21.675,S,114.768,E,46,-22,2.54,3992.23,1.55,78.32,1.64
165535a,15/02/2017 10:57,-21.711,S,114.771,E,-21.711,S,114.771,E,46,-5.32,4.02,3996.25,3.18,78.46,1.26
165535a,15/02/2017 11:30,-21.708,S,114.772,E,-21.708,S,114.772,E,46,-6.79,0.35,3996.6,0.55,78.48,0.63
165535a,15/02/2017 11:48,-21.708,S,114.772,E,-21.708,S,114.772,E,46,-6.79,0,3996.6,0.3,78.49,0
165535a,15/02/2017 19:12,-21.706,S,114.784,E,-21.706,S,114.784,E,46,-8.95,1.26,3997.86,7.4,78.8,0.17
165535a,15/02/2017 20:53,-21.707,S,114.78,E,-21.707,S,114.78,E,46,-8.11,0.43,3998.29,1.69,78.87,0.25
165535a,15/02/2017 22:05,-21.709,S,114.779,E,-21.709,S,114.779,E,46,-7.22,0.25,3998.54,1.2,78.92,0.21
165535a,16/02/2017 1:04,-21.709,S,114.784,E,-21.709,S,114.784,E,47,-7.86,0.52,3999.06,2.98,79.04,0.17
165535a,16/02/2017 6:00,-21.705,S,114.789,E,-21.705,S,114.789,E,47,-10.12,0.68,3999.74,4.93,79.25,0.14
165535a,16/02/2017 7:35,-21.69,S,114.773,E,-21.69,S,114.773,E,47,-15.55,2.35,4002.09,1.59,79.32,1.48
165535a,16/02/2017 9:21,-21.692,S,114.774,E,-21.692,S,114.774,E,47,-14.55,0.25,4002.34,1.77,79.39,0.14
165535a,16/02/2017 9:40,-21.699,S,114.776,E,-21.699,S,114.776,E,47,-11.07,0.81,4003.15,0.31,79.4,2.64
165535a,16/02/2017 10:27,-21.712,S,114.763,E,-21.712,S,114.763,E,47,-4.3,1.98,4005.13,0.8,79.44,2.48
165535a,16/02/2017 11:16,-21.714,S,114.758,E,-21.714,S,114.758,E,47,-3.36,0.56,4005.69,0.81,79.47,0.7
165535a,16/02/2017 11:18,-21.713,S,114.77,E,-21.713,S,114.77,E,47,-4.27,1.25,4006.94,0.04,79.47,30.41
165535a,16/02/2017 12:06,-21.715,S,114.765,E,-21.715,S,114.765,E,47,-2.81,0.56,4007.5,0.79,79.5,0.71
165535a,16/02/2017 13:28,-21.709,S,114.766,E,-21.709,S,114.766,E,47,-5.7,0.68,4008.18,1.38,79.56,0.49
165535a,16/02/2017 15:13,-21.709,S,114.759,E,-21.709,S,114.759,E,47,-5.89,0.72,4008.9,1.74,79.63,0.41
165535a,16/02/2017 22:39,-21.708,S,114.763,E,-21.708,S,114.763,E,47,-6.27,0.43,4009.33,7.45,79.94,0.06
165535a,16/02/2017 23:18,-21.706,S,114.745,E,-21.706,S,114.745,E,47,-9.07,1.87,4011.2,0.64,79.97,2.9
165535a,16/02/2017 23:38,-21.702,S,114.746,E,-21.702,S,114.746,E,47,-10.91,0.46,4011.66,0.33,79.98,1.39
165535a,17/02/2017 0:16,-21.701,S,114.744,E,-21.701,S,114.744,E,48,-11.92,0.23,4011.89,0.63,80.01,0.36
165535a,17/02/2017 0:35,-21.702,S,114.754,E,-21.702,S,114.754,E,48,-9.71,1.04,4012.93,0.32,80.02,3.21
165535a,17/02/2017 12:51,-21.715,S,114.756,E,-21.715,S,114.756,E,48,-2.86,1.46,4014.39,12.26,80.54,0.12
165535a,17/02/2017 18:47,-21.71,S,114.761,E,-21.71,S,114.761,E,48,-5.34,0.76,4015.15,5.94,80.78,0.13
165535a,17/02/2017 22:56,-21.716,S,114.775,E,-21.716,S,114.775,E,48,-3.78,1.59,4016.74,4.15,80.96,0.38
165535a,18/02/2017 0:17,-21.716,S,114.772,E,-21.716,S,114.772,E,49,-3.25,0.31,4017.05,1.34,81.01,0.23
165535a,18/02/2017 10:14,-21.715,S,114.776,E,-21.715,S,114.776,E,49,-4.37,0.43,4017.48,9.96,81.43,0.04
165535a,18/02/2017 11:17,-21.711,S,114.772,E,-21.711,S,114.772,E,49,-5.46,0.61,4018.09,1.04,81.47,0.59
165535a,18/02/2017 14:21,-21.708,S,114.77,E,-21.708,S,114.77,E,49,-6.55,0.39,4018.48,3.07,81.6,0.13
165535a,18/02/2017 18:35,-21.711,S,114.769,E,-21.711,S,114.769,E,49,-5.04,0.35,4018.83,4.23,81.77,0.08
165535a,18/02/2017 20:16,-21.709,S,114.77,E,-21.709,S,114.77,E,49,-6.1,0.25,4019.08,1.69,81.84,0.15
165535a,18/02/2017 22:24,-21.707,S,114.77,E,-21.707,S,114.77,E,49,-7.01,0.22,4019.3,2.13,81.93,0.1
165535a,18/02/2017 22:40,-21.711,S,114.773,E,-21.711,S,114.773,E,49,-5.6,0.54,4019.84,0.26,81.94,2.1
165535a,19/02/2017 0:00,-21.709,S,114.771,E,-21.709,S,114.771,E,50,-6.22,0.3,4020.14,1.33,82,0.22
165535a,19/02/2017 0:00,-21.702,S,114.765,E,-21.702,S,114.765,E,50,-9.13,1,4021.14,0.01,82,120
165535a,19/02/2017 1:43,-21.735,S,114.737,E,-21.735,S,114.737,E,50,-3.14,4.68,4025.82,1.71,82.07,2.74
165535a,19/02/2017 11:22,-21.724,S,114.725,E,-21.724,S,114.725,E,50,-7.96,1.74,4027.56,9.65,82.47,0.18
165535a,19/02/2017 14:03,-21.717,S,114.742,E,-21.717,S,114.742,E,50,-4.36,1.92,4029.48,2.69,82.59,0.71
165535a,19/02/2017 20:07,-21.728,S,114.741,E,-21.728,S,114.741,E,50,-3.29,1.23,4030.71,6.07,82.84,0.2
165535a,19/02/2017 23:46,-21.701,S,114.756,E,-21.701,S,114.756,E,50,-10.12,3.38,4034.09,3.65,82.99,0.93
165535a,19/02/2017 23:46,-21.711,S,114.768,E,-21.711,S,114.768,E,50,-4.91,1.67,4035.76,0,82.99,400.8
165535a,19/02/2017 23:46,-21.698,S,114.794,E,-21.698,S,114.794,E,50,-13.8,3.05,4038.81,0,82.99,0
165535a,20/02/2017 1:23,-21.697,S,114.797,E,-21.697,S,114.797,E,51,-14.75,0.33,4039.14,1.62,83.06,0.2
165535a,20/02/2017 9:19,-21.694,S,114.802,E,-21.694,S,114.802,E,51,-16.73,0.62,4039.76,7.92,83.39,0.08
165535a,20/02/2017 13:41,-21.713,S,114.781,E,-21.713,S,114.781,E,51,-5.96,3.03,4042.79,4.38,83.57,0.69
165535a,20/02/2017 14:37,-21.708,S,114.771,E,-21.708,S,114.771,E,51,-6.67,1.17,4043.96,0.94,83.61,1.25
165535a,20/02/2017 18:12,-21.709,S,114.761,E,-21.709,S,114.761,E,51,-5.84,1.04,4045,3.58,83.76,0.29
165535a,20/02/2017 19:50,-21.713,S,114.764,E,-21.713,S,114.764,E,51,-3.8,0.54,4045.54,1.63,83.83,0.33
165535a,20/02/2017 21:35,-21.712,S,114.765,E,-21.712,S,114.765,E,51,-4.27,0.15,4045.69,1.75,83.9,0.09
165535a,20/02/2017 21:35,-21.708,S,114.758,E,-21.708,S,114.758,E,51,-6.43,0.85,4046.54,0.01,83.9,85
165535a,20/02/2017 23:16,-21.71,S,114.754,E,-21.71,S,114.754,E,51,-5.5,0.47,4047.01,1.68,83.97,0.28
165535a,21/02/2017 8:23,-21.715,S,114.758,E,-21.715,S,114.758,E,52,-2.85,0.69,4047.7,9.11,84.35,0.08
165535a,21/02/2017 10:26,-21.714,S,114.751,E,-21.714,S,114.751,E,52,-3.43,0.73,4048.43,2.04,84.43,0.36
165535a,21/02/2017 19:42,-21.716,S,114.77,E,-21.716,S,114.77,E,52,-2.9,1.98,4050.41,9.27,84.82,0.21
165535a,21/02/2017 21:06,-21.715,S,114.76,E,-21.715,S,114.76,E,52,-2.84,1.04,4051.45,1.39,84.88,0.75
165535a,21/02/2017 22:42,-21.714,S,114.759,E,-21.714,S,114.759,E,52,-3.35,0.15,4051.6,1.61,84.95,0.09
165535a,22/02/2017 0:33,-21.711,S,114.753,E,-21.711,S,114.753,E,53,-5,0.7,4052.3,1.84,85.02,0.38
165535a,22/02/2017 8:07,-21.71,S,114.751,E,-21.71,S,114.751,E,53,-5.58,0.23,4052.53,7.56,85.34,0.03
165535a,22/02/2017 9:53,-21.711,S,114.758,E,-21.711,S,114.758,E,53,-4.9,0.73,4053.26,1.78,85.41,0.41
165535a,22/02/2017 11:19,-21.71,S,114.757,E,-21.71,S,114.757,E,53,-5.43,0.15,4053.41,1.43,85.47,0.11
165535a,22/02/2017 17:48,-21.713,S,114.749,E,-21.713,S,114.749,E,53,-4.27,0.89,4054.3,6.48,85.74,0.14
165535a,23/02/2017 2:00,-21.737,S,114.76,E,-21.737,S,114.76,E,54,0.38,2.9,4057.2,8.21,86.08,0.35
165535a,23/02/2017 7:57,-21.732,S,114.747,E,-21.732,S,114.747,E,54,-1.65,1.45,4058.65,5.94,86.33,0.24
165535a,23/02/2017 9:22,-21.713,S,114.763,E,-21.713,S,114.763,E,54,-3.81,2.69,4061.34,1.42,86.39,1.89
165535a,23/02/2017 10:56,-21.708,S,114.765,E,-21.708,S,114.765,E,54,-6.21,0.59,4061.93,1.56,86.46,0.38
165535a,23/02/2017 11:40,-21.711,S,114.764,E,-21.711,S,114.764,E,54,-4.77,0.35,4062.28,0.73,86.49,0.48
165535a,23/02/2017 19:11,-21.712,S,114.765,E,-21.712,S,114.765,E,54,-4.27,0.15,4062.43,7.52,86.8,0.02
165535a,23/02/2017 21:20,-21.704,S,114.765,E,-21.704,S,114.765,E,54,-8.16,0.89,4063.32,2.14,86.89,0.42
165535a,23/02/2017 23:03,-21.705,S,114.761,E,-21.705,S,114.761,E,54,-7.84,0.43,4063.75,1.72,86.96,0.25
165535a,23/02/2017 23:25,-21.708,S,114.763,E,-21.708,S,114.763,E,54,-6.27,0.39,4064.14,0.36,86.98,1.08
165535a,24/02/2017 1:35,-21.706,S,114.763,E,-21.706,S,114.763,E,55,-7.26,0.22,4064.36,2.18,87.07,0.1
165535a,24/02/2017 6:05,-21.707,S,114.76,E,-21.707,S,114.76,E,55,-6.87,0.33,4064.69,4.5,87.25,0.07
165535a,24/02/2017 7:50,-21.72,S,114.779,E,-21.72,S,114.779,E,55,-3.47,2.44,4067.13,1.75,87.33,1.39
165535a,24/02/2017 8:53,-21.744,S,114.754,E,-21.744,S,114.754,E,55,0.45,3.72,4070.85,1.05,87.37,3.55
165535a,24/02/2017 10:30,-21.749,S,114.738,E,-21.749,S,114.738,E,55,-1.28,1.75,4072.6,1.62,87.44,1.08
165535a,24/02/2017 20:48,-21.809,S,114.674,E,-21.809,S,114.674,E,55,-3.34,9.4,4082,10.29,87.87,0.91
165535a,24/02/2017 21:43,-21.72,S,114.782,E,-21.72,S,114.782,E,55,-3.98,14.93,4096.93,0.91,87.9,16.38
165535a,24/02/2017 22:51,-21.719,S,114.815,E,-21.719,S,114.815,E,55,-7.21,3.41,4100.34,1.14,87.95,3
165535a,24/02/2017 22:51,-21.719,S,114.807,E,-21.719,S,114.807,E,55,-6.8,0.83,4101.17,0,87.95,0
165535a,25/02/2017 9:15,-21.712,S,114.795,E,-21.712,S,114.795,E,56,-8.28,1.47,4102.64,10.4,88.39,0.14
165535a,25/02/2017 9:53,-21.715,S,114.804,E,-21.715,S,114.804,E,56,-7.94,0.99,4103.63,0.65,88.41,1.53
165535a,25/02/2017 18:52,-21.697,S,114.783,E,-21.697,S,114.783,E,56,-12.42,2.95,4106.58,8.98,88.79,0.33
165535a,25/02/2017 20:39,-21.701,S,114.775,E,-21.701,S,114.775,E,56,-10.08,0.94,4107.52,1.79,88.86,0.53
165535a,25/02/2017 21:17,-21.719,S,114.755,E,-21.719,S,114.755,E,56,-1.78,2.88,4110.4,0.64,88.89,4.5
165535a,25/02/2017 22:31,-21.709,S,114.743,E,-21.709,S,114.743,E,56,-8.05,1.67,4112.07,1.23,88.94,1.36
165535a,26/02/2017 11:04,-21.687,S,114.676,E,-21.687,S,114.676,E,57,-18.53,7.35,4119.42,12.54,89.46,0.59
165535a,26/02/2017 11:04,-21.729,S,114.609,E,-21.729,S,114.609,E,57,-24.38,8.36,4127.78,0,89.46,0
165535a,26/02/2017 11:14,-21.713,S,114.741,E,-21.713,S,114.741,E,57,-6.56,13.77,4141.55,0.17,89.47,81.13
165535a,26/02/2017 12:46,-21.718,S,114.724,E,-21.718,S,114.724,E,57,-9.52,1.84,4143.39,1.54,89.53,1.19
165535a,26/02/2017 15:02,-21.715,S,114.722,E,-21.715,S,114.722,E,57,-11.06,0.39,4143.78,2.27,89.63,0.17
165535a,26/02/2017 20:25,-21.712,S,114.772,E,-21.712,S,114.772,E,57,-5.02,5.18,4148.96,5.37,89.85,0.96
165535a,26/02/2017 20:48,-21.707,S,114.77,E,-21.707,S,114.77,E,57,-7.01,0.59,4149.55,0.39,89.87,1.51
165535a,26/02/2017 22:34,-21.709,S,114.762,E,-21.709,S,114.762,E,57,-5.81,0.86,4150.41,1.76,89.94,0.49
165535a,27/02/2017 7:08,-21.717,S,114.731,E,-21.717,S,114.731,E,58,-7.64,3.33,4153.74,8.58,90.3,0.39
165535a,27/02/2017 10:37,-21.707,S,114.751,E,-21.707,S,114.751,E,58,-7.19,2.35,4156.09,3.48,90.44,0.68
165535a,27/02/2017 14:36,-21.71,S,114.746,E,-21.71,S,114.746,E,58,-6.7,0.62,4156.71,3.99,90.61,0.16
165535a,27/02/2017 22:06,-21.7,S,114.74,E,-21.7,S,114.74,E,58,-13.4,1.27,4157.98,7.5,90.92,0.17
165535a,28/02/2017 1:51,-21.704,S,114.771,E,-21.704,S,114.771,E,59,-8.46,3.24,4161.22,3.75,91.08,0.86
165535a,28/02/2017 8:38,-21.701,S,114.775,E,-21.701,S,114.775,E,59,-10.08,0.53,4161.75,6.78,91.36,0.08
165535a,28/02/2017 10:22,-21.711,S,114.767,E,-21.711,S,114.767,E,59,-4.77,1.39,4163.14,1.74,91.43,0.8
165535a,28/02/2017 10:40,-21.71,S,114.775,E,-21.71,S,114.775,E,59,-6.3,0.83,4163.97,0.29,91.44,2.86
165535a,28/02/2017 18:21,-21.703,S,114.755,E,-21.703,S,114.755,E,59,-9.13,2.21,4166.18,7.69,91.76,0.29
165535a,28/02/2017 19:59,-21.705,S,114.755,E,-21.705,S,114.755,E,59,-8.09,0.22,4166.4,1.64,91.83,0.13
165535a,28/02/2017 21:37,-21.713,S,114.774,E,-21.713,S,114.774,E,59,-4.89,2.16,4168.56,1.62,91.9,1.33
165535a,28/02/2017 22:22,-21.715,S,114.776,E,-21.715,S,114.776,E,59,-4.37,0.3,4168.86,0.75,91.93,0.4
165535a,1/03/2017 0:04,-21.703,S,114.788,E,-21.703,S,114.788,E,60,-10.71,1.82,4170.68,1.71,92,1.07
165535a,1/03/2017 1:34,-21.7,S,114.792,E,-21.7,S,114.792,E,60,-12.56,0.53,4171.21,1.49,92.07,0.36
165535a,1/03/2017 9:29,-21.694,S,114.813,E,-21.694,S,114.813,E,60,-17.86,2.27,4173.48,7.92,92.4,0.29
165535a,1/03/2017 10:37,-21.698,S,114.792,E,-21.698,S,114.792,E,60,-13.46,2.22,4175.7,1.13,92.44,1.96
165535a,1/03/2017 11:14,-21.708,S,114.764,E,-21.708,S,114.764,E,60,-6.24,3.1,4178.8,0.62,92.47,4.99
165535a,1/03/2017 11:45,-21.712,S,114.769,E,-21.712,S,114.769,E,60,-4.58,0.68,4179.48,0.51,92.49,1.33
165535a,1/03/2017 19:44,-21.754,S,114.725,E,-21.754,S,114.725,E,60,-3.14,6.52,4186,7.98,92.82,0.82
165535a,1/03/2017 21:12,-21.735,S,114.731,E,-21.735,S,114.731,E,60,-4.35,2.2,4188.2,1.47,92.88,1.49
165535a,1/03/2017 21:48,-21.715,S,114.748,E,-21.715,S,114.748,E,60,-3.49,2.84,4191.04,0.61,92.91,4.68
165535a,1/03/2017 21:53,-21.715,S,114.765,E,-21.715,S,114.765,E,60,-2.81,1.76,4192.8,0.08,92.91,22.47
165535a,2/03/2017 1:05,-21.696,S,114.771,E,-21.696,S,114.771,E,61,-12.36,2.2,4195,3.2,93.05,0.69
165535a,2/03/2017 1:58,-21.692,S,114.774,E,-21.692,S,114.774,E,61,-14.55,0.54,4195.54,0.89,93.08,0.61
165535a,2/03/2017 2:55,-21.712,S,114.775,E,-21.712,S,114.775,E,61,-5.46,2.23,4197.77,0.95,93.12,2.35
165535a,2/03/2017 6:40,-21.707,S,114.792,E,-21.707,S,114.792,E,61,-9.82,1.84,4199.61,3.75,93.28,0.49
165535a,2/03/2017 9:37,-21.706,S,114.796,E,-21.706,S,114.796,E,61,-10.85,0.43,4200.04,2.94,93.4,0.15
165535a,2/03/2017 10:16,-21.711,S,114.771,E,-21.711,S,114.771,E,61,-5.32,2.64,4202.68,0.65,93.43,4.03
165535a,2/03/2017 10:38,-21.71,S,114.768,E,-21.71,S,114.768,E,61,-5.38,0.33,4203.01,0.38,93.44,0.88
165535a,2/03/2017 11:17,-21.711,S,114.769,E,-21.711,S,114.769,E,61,-5.04,0.15,4203.16,0.65,93.47,0.23
165535a,2/03/2017 12:03,-21.708,S,114.759,E,-21.708,S,114.759,E,61,-6.4,1.09,4204.25,0.77,93.5,1.42
165535a,2/03/2017 13:34,-21.708,S,114.749,E,-21.708,S,114.749,E,61,-6.95,1.03,4205.28,1.5,93.57,0.69
165535a,2/03/2017 19:32,-21.707,S,114.712,E,-21.707,S,114.712,E,61,-15.88,3.83,4209.11,5.97,93.81,0.64
165535a,2/03/2017 20:47,-21.695,S,114.76,E,-21.695,S,114.76,E,61,-13.22,5.14,4214.25,1.26,93.87,4.09
165535a,2/03/2017 21:38,-21.693,S,114.761,E,-21.693,S,114.761,E,61,-14.26,0.25,4214.5,0.84,93.9,0.3
165535a,2/03/2017 23:10,-21.692,S,114.764,E,-21.692,S,114.764,E,61,-14.56,0.33,4214.83,1.54,93.97,0.21
165535a,3/03/2017 0:51,-21.686,S,114.767,E,-21.686,S,114.767,E,62,-17.56,0.74,4215.57,1.68,94.04,0.44
165535a,3/03/2017 2:29,-21.685,S,114.77,E,-21.685,S,114.77,E,62,-18.12,0.33,4215.9,1.62,94.1,0.2
165535a,3/03/2017 6:28,-21.703,S,114.767,E,-21.703,S,114.767,E,62,-8.59,2.03,4217.93,3.99,94.27,0.51
165535a,3/03/2017 8:11,-21.719,S,114.784,E,-21.719,S,114.784,E,62,-4.52,2.5,4220.43,1.72,94.34,1.45
165535a,3/03/2017 10:15,-21.729,S,114.79,E,-21.729,S,114.79,E,62,-2.84,1.27,4221.7,2.07,94.43,0.61
165535a,3/03/2017 13:11,-21.737,S,114.798,E,-21.737,S,114.798,E,62,-2.32,1.22,4222.92,2.93,94.55,0.42
165535a,3/03/2017 14:08,-21.735,S,114.796,E,-21.735,S,114.796,E,62,-2.32,0.3,4223.22,0.95,94.59,0.32
165535a,3/03/2017 14:55,-21.724,S,114.799,E,-21.724,S,114.799,E,62,-5.12,1.26,4224.48,0.79,94.62,1.6
165535a,3/03/2017 19:23,-21.7,S,114.788,E,-21.7,S,114.788,E,62,-11.84,2.9,4227.38,4.46,94.81,0.65
165535a,3/03/2017 20:54,-21.707,S,114.777,E,-21.707,S,114.777,E,62,-7.78,1.38,4228.76,1.52,94.87,0.91
165535a,3/03/2017 22:01,-21.702,S,114.78,E,-21.702,S,114.78,E,62,-10.03,0.64,4229.4,1.11,94.92,0.57
165535a,3/03/2017 22:32,-21.701,S,114.781,E,-21.701,S,114.781,E,62,-10.48,0.15,4229.55,0.52,94.94,0.29
165535a,4/03/2017 2:05,-21.696,S,114.783,E,-21.696,S,114.783,E,63,-12.9,0.59,4230.14,3.54,95.09,0.17
165535a,4/03/2017 6:16,-21.729,S,114.776,E,-21.729,S,114.776,E,63,-1.05,3.74,4233.88,4.19,95.26,0.89
165535a,4/03/2017 7:53,-21.727,S,114.778,E,-21.727,S,114.778,E,63,-1.76,0.3,4234.18,1.62,95.33,0.18
165535a,4/03/2017 9:52,-21.723,S,114.779,E,-21.723,S,114.779,E,63,-2.8,0.46,4234.64,1.98,95.41,0.23
165535a,4/03/2017 11:39,-21.725,S,114.78,E,-21.725,S,114.78,E,63,-2.5,0.25,4234.89,1.78,95.49,0.14
165535a,4/03/2017 12:09,-21.728,S,114.761,E,-21.728,S,114.761,E,63,-0.42,1.99,4236.88,0.51,95.51,3.94
165535a,4/03/2017 12:58,-21.729,S,114.752,E,-21.729,S,114.752,E,63,-1.08,0.94,4237.82,0.82,95.54,1.15
165535a,4/03/2017 13:53,-21.718,S,114.741,E,-21.718,S,114.741,E,63,-4.53,1.67,4239.49,0.91,95.58,1.83
165535a,4/03/2017 14:34,-21.716,S,114.737,E,-21.716,S,114.737,E,63,-6.23,0.47,4239.96,0.68,95.61,0.69
165535a,4/03/2017 21:41,-21.717,S,114.739,E,-21.717,S,114.739,E,63,-5.25,0.23,4240.19,7.12,95.9,0.03
165535a,4/03/2017 21:57,-21.714,S,114.746,E,-21.714,S,114.746,E,63,-4.6,0.8,4240.99,0.27,95.92,2.94
165535a,4/03/2017 22:57,-21.708,S,114.734,E,-21.708,S,114.734,E,63,-10.98,1.41,4242.4,1,95.96,1.4
165535a,5/03/2017 0:06,-21.705,S,114.731,E,-21.705,S,114.731,E,64,-13.1,0.46,4242.86,1.14,96,0.4
165535a,5/03/2017 1:53,-21.703,S,114.734,E,-21.703,S,114.734,E,64,-13.39,0.38,4243.24,1.79,96.08,0.21
165535a,5/03/2017 11:18,-21.676,S,114.683,E,-21.676,S,114.683,E,64,-19.46,6.07,4249.31,9.42,96.47,0.64
165535a,5/03/2017 11:42,-21.712,S,114.749,E,-21.712,S,114.749,E,64,-4.8,7.92,4257.23,0.4,96.49,19.99
165535a,5/03/2017 12:35,-21.705,S,114.753,E,-21.705,S,114.753,E,64,-8.17,0.88,4258.11,0.88,96.52,1
165535a,5/03/2017 13:36,-21.732,S,114.792,E,-21.732,S,114.792,E,64,-2.36,5.03,4263.14,1.01,96.57,4.96
165535a,6/03/2017 2:18,-21.816,S,114.881,E,-21.816,S,114.881,E,65,5.69,13.12,4276.26,12.71,97.1,1.03
165535a,6/03/2017 8:42,-21.813,S,114.881,E,-21.813,S,114.881,E,65,5.53,0.33,4276.59,6.39,97.36,0.05
165535a,6/03/2017 9:15,-21.741,S,114.874,E,-21.741,S,114.874,E,65,3.77,8.05,4284.64,0.56,97.39,14.31
165535a,6/03/2017 15:34,-21.554,S,114.897,E,-21.554,S,114.897,E,65,-23.21,20.95,4305.59,6.31,97.65,3.32
165535a,6/03/2017 22:31,-21.721,S,114.793,E,-21.721,S,114.793,E,65,-5.12,21.48,4327.07,6.94,97.94,3.09
165535a,6/03/2017 22:32,-21.711,S,114.77,E,-21.711,S,114.77,E,65,-5.18,2.63,4329.7,0.02,97.94,118.35
165535a,7/03/2017 1:13,-21.644,S,114.726,E,-21.644,S,114.726,E,66,-34.61,8.74,4338.44,2.67,98.05,3.27
165535a,7/03/2017 10:50,-21.67,S,114.744,E,-21.67,S,114.744,E,66,-29.13,3.44,4341.88,9.61,98.45,0.36
165535a,7/03/2017 11:24,-21.678,S,114.728,E,-21.678,S,114.728,E,66,-28.62,1.88,4343.76,0.58,98.48,3.24
165535a,7/03/2017 15:14,-21.783,S,114.734,E,-21.783,S,114.734,E,66,1,11.7,4355.46,3.83,98.64,3.05
165535a,7/03/2017 18:44,-21.846,S,114.922,E,-21.846,S,114.922,E,66,12.24,20.66,4376.12,3.49,98.78,5.92
165535a,7/03/2017 20:23,-21.704,S,114.766,E,-21.704,S,114.766,E,66,-8.11,22.58,4398.7,1.65,98.85,13.65
165535a,8/03/2017 1:47,-21.723,S,114.752,E,-21.723,S,114.752,E,67,-1.53,2.56,4401.26,5.39,99.07,0.48
165535a,8/03/2017 2:27,-21.711,S,114.759,E,-21.711,S,114.759,E,67,-4.88,1.52,4402.78,0.68,99.1,2.23
165535a,8/03/2017 8:53,-21.693,S,114.753,E,-21.693,S,114.753,E,67,-14.94,2.1,4404.88,6.42,99.37,0.33
