tag_id,utc,lat,dir1,lon,dir2,lat2,dir3,lon2,dir4,Day of Year,Depth (m),Distance (km),Cummulative (km),Hours,Cummulative (days),Speed (kph)
165535a,13/01/2017 13:34,-21.697,S,114.773,E,-21.697,S,114.773,E,13,-11.93,0.56,3625.02,2.38,45.57,0.24
165535a,13/01/2017 20:29,-21.707,S,114.785,E,-21.707,S,114.785,E,13,-8.74,1.67,3626.69,6.91,45.85,0.24
165535a,13/01/2017 20:51,-21.711,S,114.774,E,-21.711,S,114.774,E,13,-5.74,1.22,3627.91,0.37,45.87,3.32
165535a,13/01/2017 22:35,-21.717,S,114.769,E,-21.717,S,114.769,E,13,-2.36,0.84,3628.75,1.75,45.94,0.48
165535a,13/01/2017 22:58,-21.701,S,114.764,E,-21.701,S,114.764,E,13,-9.67,1.85,3630.6,0.38,45.96,4.88
165535a,14/01/2017 0:43,-21.701,S,114.763,E,-21.701,S,114.763,E,14,-9.73,0.1,3630.7,1.74,46.03,0.06
165535a,14/01/2017 1:43,-21.7,S,114.764,E,-21.7,S,114.764,E,14,-10.16,0.15,3630.85,1,46.07,0.15
165535a,14/01/2017 2:26,-21.699,S,114.763,E,-21.699,S,114.763,E,14,-10.77,0.15,3631,0.72,46.1,0.21
165535a,14/01/2017 7:13,-21.696,S,114.759,E,-21.696,S,114.759,E,14,-12.73,0.53,3631.53,4.78,46.3,0.11
165535a,14/01/2017 8:56,-21.697,S,114.785,E,-21.697,S,114.785,E,14,-12.72,2.69,3634.22,1.73,46.37,1.56
165535a,14/01/2017 10:50,-21.697,S,114.791,E,-21.697,S,114.791,E,14,-13.74,0.62,3634.84,1.9,46.45,0.33
165535a,14/01/2017 14:47,-21.693,S,114.786,E,-21.693,S,114.786,E,14,-14.77,0.68,3635.52,3.94,46.62,0.17
165535a,14/01/2017 20:07,-21.698,S,114.793,E,-21.698,S,114.793,E,14,-13.63,0.91,3636.43,5.34,46.84,0.17
165535a,15/01/2017 0:03,-21.696,S,114.788,E,-21.696,S,114.788,E,15,-13.69,0.56,3636.99,3.93,47,0.14
165535a,15/01/2017 0:22,-21.694,S,114.796,E,-21.694,S,114.796,E,15,-15.89,0.86,3637.85,0.32,47.02,2.72
165535a,15/01/2017 1:16,-21.692,S,114.8,E,-21.692,S,114.8,E,15,-17.36,0.47,3638.32,0.91,47.05,0.52
165535a,15/01/2017 6:59,-21.692,S,114.803,E,-21.692,S,114.803,E,15,-17.71,0.31,3638.63,5.7,47.29,0.05
165535a,15/01/2017 8:47,-21.689,S,114.789,E,-21.689,S,114.789,E,15,-17.08,1.49,3640.12,1.8,47.37,0.83
165535a,15/01/2017 11:18,-21.708,S,114.768,E,-21.708,S,114.768,E,15,-6.32,3.03,3643.15,2.53,47.47,1.2
165535a,15/01/2017 12:54,-21.729,S,114.775,E,-21.729,S,114.775,E,15,-0.91,2.45,3645.6,1.59,47.54,1.54
165535a,15/01/2017 13:48,-21.733,S,114.776,E,-21.733,S,114.776,E,15,-0.19,0.46,3646.06,0.9,47.58,0.51
165535a,15/01/2017 21:58,-21.719,S,114.78,E,-21.719,S,114.78,E,15,-3.87,1.61,3647.67,8.16,47.92,0.2
165535a,15/01/2017 22:10,-21.719,S,114.814,E,-21.719,S,114.814,E,15,-7.16,3.52,3651.19,0.21,47.92,16.94
165535a,15/01/2017 23:19,-21.708,S,114.806,E,-21.708,S,114.806,E,15,-11,1.48,3652.67,1.15,47.97,1.28
165535a,15/01/2017 23:37,-21.704,S,114.783,E,-21.704,S,114.783,E,15,-9.53,2.42,3655.09,0.3,47.98,8.07
165535a,15/01/2017 23:50,-21.703,S,114.782,E,-21.703,S,114.782,E,15,-9.81,0.15,3655.24,0.22,47.99,0.7
165535a,16/01/2017 1:48,-21.708,S,114.779,E,-21.708,S,114.779,E,16,-7.61,0.64,3655.88,1.97,48.08,0.33
165535a,16/01/2017 9:03,-21.703,S,114.768,E,-21.703,S,114.768,E,16,-8.67,1.27,3657.15,7.24,48.38,0.18
165535a,16/01/2017 10:39,-21.709,S,114.773,E,-21.709,S,114.773,E,16,-6.47,0.84,3657.99,1.6,48.44,0.53
165535a,16/01/2017 11:38,-21.708,S,114.77,E,-21.708,S,114.77,E,16,-6.55,0.33,3658.32,0.98,48.48,0.34
165535a,16/01/2017 12:29,-21.708,S,114.771,E,-21.708,S,114.771,E,16,-6.67,0.1,3658.42,0.85,48.52,0.12
165535a,16/01/2017 21:23,-21.726,S,114.767,E,-21.726,S,114.767,E,16,-0.37,2.05,3660.47,8.9,48.89,0.23
165535a,16/01/2017 21:49,-21.71,S,114.774,E,-21.71,S,114.774,E,16,-6.17,1.92,3662.39,0.44,48.91,4.34
165535a,16/01/2017 23:01,-21.715,S,114.798,E,-21.715,S,114.798,E,16,-7.45,2.54,3664.93,1.2,48.96,2.11
165535a,17/01/2017 1:22,-21.704,S,114.815,E,-21.704,S,114.815,E,17,-13.22,2.14,3667.07,2.35,49.06,0.91
165535a,17/01/2017 3:00,-21.702,S,114.818,E,-21.702,S,114.818,E,17,-14.15,0.38,3667.45,1.63,49.13,0.23
165535a,17/01/2017 10:28,-21.691,S,114.851,E,-21.691,S,114.851,E,17,-19.15,3.63,3671.08,7.46,49.44,0.49
165535a,17/01/2017 12:10,-21.697,S,114.824,E,-21.697,S,114.824,E,17,-16.78,2.87,3673.95,1.7,49.51,1.69
165535a,17/01/2017 17:57,-21.723,S,114.813,E,-21.723,S,114.813,E,17,-5.96,3.11,3677.06,5.78,49.75,0.54
165535a,17/01/2017 22:31,-21.707,S,114.78,E,-21.707,S,114.78,E,17,-8.11,3.85,3680.91,4.57,49.94,0.84
165535a,17/01/2017 22:32,-21.695,S,114.826,E,-21.695,S,114.826,E,17,-18.04,4.94,3685.85,0.02,49.94,257.74
165535a,18/01/2017 2:43,-21.721,S,114.762,E,-21.721,S,114.762,E,18,-1.37,7.22,3693.07,4.18,50.11,1.73
165535a,18/01/2017 8:11,-21.702,S,114.793,E,-21.702,S,114.793,E,18,-11.95,3.84,3696.91,5.46,50.34,0.7
165535a,18/01/2017 9:39,-21.696,S,114.791,E,-21.696,S,114.791,E,18,-14.19,0.7,3697.61,1.47,50.4,0.48
165535a,18/01/2017 10:10,-21.726,S,114.776,E,-21.726,S,114.776,E,18,-1.69,3.68,3701.29,0.52,50.42,7.04
165535a,18/01/2017 10:51,-21.725,S,114.811,E,-21.725,S,114.811,E,18,-5.33,3.62,3704.91,0.68,50.45,5.33
165535a,18/01/2017 11:25,-21.728,S,114.812,E,-21.728,S,114.812,E,18,-4.51,0.35,3705.26,0.58,50.48,0.61
165535a,18/01/2017 13:22,-21.775,S,114.812,E,-21.775,S,114.812,E,18,6.08,5.23,3710.49,1.94,50.56,2.69
165535a,18/01/2017 19:28,-21.73,S,114.817,E,-21.73,S,114.817,E,18,-3.98,5.04,3715.53,6.11,50.81,0.83
165535a,18/01/2017 21:59,-21.747,S,114.82,E,-21.747,S,114.82,E,18,0.48,1.92,3717.45,2.51,50.92,0.77
165535a,18/01/2017 21:59,-21.737,S,114.818,E,-21.737,S,114.818,E,18,-2.04,1.13,3718.58,0,50.92,0
165535a,19/01/2017 6:18,-21.703,S,114.8,E,-21.703,S,114.8,E,19,-12.74,4.22,3722.8,8.33,51.26,0.51
165535a,19/01/2017 8:02,-21.712,S,114.793,E,-21.712,S,114.793,E,19,-8,1.24,3724.04,1.73,51.34,0.72
165535a,19/01/2017 9:10,-21.703,S,114.784,E,-21.703,S,114.784,E,19,-10.03,1.37,3725.41,1.13,51.38,1.21
165535a,19/01/2017 10:26,-21.696,S,114.774,E,-21.696,S,114.774,E,19,-12.49,1.29,3726.7,1.26,51.43,1.02
165535a,19/01/2017 21:31,-21.714,S,114.758,E,-21.714,S,114.758,E,19,-3.36,2.6,3729.3,11.09,51.9,0.23
165535a,19/01/2017 23:05,-21.702,S,114.763,E,-21.702,S,114.763,E,19,-9.23,1.43,3730.73,1.56,51.96,0.92
165535a,20/01/2017 6:03,-21.688,S,114.741,E,-21.688,S,114.741,E,20,-20.36,2.76,3733.49,6.97,52.25,0.4
165535a,20/01/2017 7:45,-21.716,S,114.79,E,-21.716,S,114.79,E,20,-6.06,5.95,3739.44,1.7,52.32,3.51
165535a,20/01/2017 13:36,-21.731,S,114.813,E,-21.731,S,114.813,E,20,-3.67,2.91,3742.35,5.85,52.57,0.5
165535a,20/01/2017 22:43,-21.709,S,114.802,E,-21.709,S,114.802,E,20,-10.34,2.7,3745.05,9.12,52.95,0.3
165535a,21/01/2017 7:30,-21.715,S,114.85,E,-21.715,S,114.85,E,21,-4.9,5.01,3750.06,8.79,53.31,0.57
165535a,21/01/2017 9:46,-21.703,S,114.835,E,-21.703,S,114.835,E,21,-13.34,2.05,3752.11,2.27,53.41,0.9
165535a,21/01/2017 18:55,-21.72,S,114.801,E,-21.72,S,114.801,E,21,-6.25,3.99,3756.1,9.14,53.79,0.44
165535a,21/01/2017 20:37,-21.72,S,114.802,E,-21.72,S,114.802,E,21,-6.3,0.1,3756.2,1.7,53.86,0.06
165535a,21/01/2017 22:10,-21.717,S,114.801,E,-21.717,S,114.801,E,21,-6.98,0.35,3756.55,1.56,53.92,0.22
165535a,21/01/2017 22:39,-21.716,S,114.801,E,-21.716,S,114.801,E,21,-7.34,0.11,3756.66,0.47,53.94,0.23
165535a,22/01/2017 10:58,-21.707,S,114.812,E,-21.707,S,114.812,E,22,-11.78,1.52,3758.18,12.32,54.46,0.12
165535a,22/01/2017 18:45,-21.689,S,114.838,E,-21.689,S,114.838,E,22,-21.88,3.35,3761.53,7.78,54.78,0.43
165535a,22/01/2017 21:35,-21.687,S,114.828,E,-21.687,S,114.828,E,22,-23.08,1.06,3762.59,2.84,54.9,0.37
165535a,22/01/2017 23:42,-21.713,S,114.827,E,-21.713,S,114.827,E,22,-9.06,2.9,3765.49,2.11,54.99,1.37
165535a,23/01/2017 0:09,-21.709,S,114.816,E,-21.709,S,114.816,E,23,-11.18,1.22,3766.71,0.46,55.01,2.64
165535a,23/01/2017 7:09,-21.727,S,114.818,E,-21.727,S,114.818,E,23,-4.82,2.01,3768.72,6.99,55.3,0.29
165535a,23/01/2017 8:57,-21.723,S,114.817,E,-21.723,S,114.817,E,23,-6.08,0.46,3769.18,1.8,55.37,0.26
165535a,23/01/2017 21:34,-21.716,S,114.814,E,-21.716,S,114.814,E,23,-8.12,0.84,3770.02,12.61,55.9,0.07
165535a,23/01/2017 22:21,-21.727,S,114.807,E,-21.727,S,114.807,E,23,-4.68,1.42,3771.44,0.79,55.93,1.79
165535a,23/01/2017 23:14,-21.727,S,114.805,E,-21.727,S,114.805,E,23,-4.63,0.21,3771.65,0.88,55.97,0.24
165535a,23/01/2017 23:57,-21.715,S,114.792,E,-21.715,S,114.792,E,23,-6.69,1.9,3773.55,0.72,56,2.66
165535a,24/01/2017 0:41,-21.709,S,114.783,E,-21.709,S,114.783,E,24,-7.72,1.15,3774.7,0.74,56.03,1.54
165535a,24/01/2017 6:59,-21.67,S,114.733,E,-21.67,S,114.733,E,24,-32.26,6.75,3781.45,6.29,56.29,1.07
165535a,24/01/2017 9:51,-21.674,S,114.738,E,-21.674,S,114.738,E,24,-28.76,0.68,3782.13,2.88,56.41,0.24
165535a,24/01/2017 10:47,-21.708,S,114.783,E,-21.708,S,114.783,E,24,-8.08,6,3788.13,0.93,56.45,6.46
165535a,24/01/2017 12:31,-21.718,S,114.8,E,-21.718,S,114.8,E,24,-6.68,2.08,3790.21,1.73,56.52,1.2
165535a,24/01/2017 21:12,-21.741,S,114.865,E,-21.741,S,114.865,E,24,2.33,7.19,3797.4,8.69,56.88,0.83
165535a,24/01/2017 22:15,-21.73,S,114.839,E,-21.73,S,114.839,E,24,-1.98,2.95,3800.35,1.04,56.93,2.82
165535a,24/01/2017 23:57,-21.72,S,114.827,E,-21.72,S,114.827,E,24,-6.38,1.67,3802.02,1.71,57,0.98
165535a,25/01/2017 0:18,-21.71,S,114.827,E,-21.71,S,114.827,E,25,-10.43,1.11,3803.13,0.34,57.01,3.27
165535a,25/01/2017 1:05,-21.711,S,114.825,E,-21.711,S,114.825,E,25,-10.05,0.23,3803.36,0.79,57.05,0.29
165535a,25/01/2017 1:59,-21.698,S,114.822,E,-21.698,S,114.822,E,25,-16.16,1.48,3804.84,0.9,57.08,1.65
165535a,25/01/2017 8:36,-21.676,S,114.82,E,-21.676,S,114.82,E,25,-28.18,2.46,3807.3,6.62,57.36,0.37
165535a,25/01/2017 9:21,-21.688,S,114.821,E,-21.688,S,114.821,E,25,-21.85,1.34,3808.64,0.75,57.39,1.79
165535a,25/01/2017 10:36,-21.692,S,114.825,E,-21.692,S,114.825,E,25,-19.8,0.61,3809.25,1.25,57.44,0.49
165535a,25/01/2017 11:07,-21.694,S,114.827,E,-21.694,S,114.827,E,25,-18.69,0.3,3809.55,0.51,57.46,0.58
165535a,25/01/2017 12:41,-21.704,S,114.822,E,-21.704,S,114.822,E,25,-13.24,1.23,3810.78,1.56,57.53,0.79
165535a,25/01/2017 21:55,-21.737,S,114.807,E,-21.737,S,114.807,E,25,-2.38,3.99,3814.77,9.24,57.91,0.43
165535a,25/01/2017 22:22,-21.726,S,114.803,E,-21.726,S,114.803,E,25,-4.84,1.29,3816.06,0.44,57.93,2.92
165535a,25/01/2017 23:32,-21.718,S,114.8,E,-21.718,S,114.8,E,25,-6.68,0.94,3817,1.17,57.98,0.8
165535a,26/01/2017 2:24,-21.708,S,114.811,E,-21.708,S,114.811,E,26,-11.3,1.59,3818.59,2.87,58.1,0.55
165535a,26/01/2017 15:41,-21.705,S,114.826,E,-21.705,S,114.826,E,26,-12.73,1.59,3820.18,13.27,58.65,0.12
165535a,26/01/2017 23:39,-21.711,S,114.824,E,-21.711,S,114.824,E,26,-10.09,0.7,3820.88,7.98,58.99,0.09
165535a,27/01/2017 2:54,-21.706,S,114.819,E,-21.706,S,114.819,E,27,-12.43,0.76,3821.64,3.25,59.12,0.23
165535a,27/01/2017 6:23,-21.715,S,114.804,E,-21.715,S,114.804,E,27,-7.94,1.85,3823.49,3.49,59.27,0.53
165535a,27/01/2017 11:58,-21.717,S,114.799,E,-21.717,S,114.799,E,27,-6.8,0.56,3824.05,5.58,59.5,0.1
165535a,27/01/2017 13:44,-21.715,S,114.796,E,-21.715,S,114.796,E,27,-7.2,0.38,3824.43,1.77,59.57,0.22
165535a,27/01/2017 17:48,-21.722,S,114.779,E,-21.722,S,114.779,E,27,-3.02,1.92,3826.35,4.06,59.74,0.47
165535a,27/01/2017 19:26,-21.715,S,114.793,E,-21.715,S,114.793,E,27,-6.82,1.64,3827.99,1.64,59.81,1
165535a,27/01/2017 21:32,-21.712,S,114.794,E,-21.712,S,114.794,E,27,-8.14,0.35,3828.34,2.1,59.9,0.17
165535a,27/01/2017 21:32,-21.713,S,114.795,E,-21.713,S,114.795,E,27,-7.87,0.15,3828.49,0,59.9,0
165535a,27/01/2017 22:19,-21.713,S,114.795,E,-21.713,S,114.795,E,27,-7.87,0,3828.49,0.77,59.93,0
165535a,28/01/2017 0:52,-21.707,S,114.796,E,-21.707,S,114.796,E,28,-10.44,0.68,3829.17,2.57,60.04,0.27
165535a,28/01/2017 7:53,-21.693,S,114.793,E,-21.693,S,114.793,E,28,-15.86,1.59,3830.76,7.01,60.33,0.23
165535a,28/01/2017 11:12,-21.705,S,114.798,E,-21.705,S,114.798,E,28,-11.58,1.43,3832.19,3.31,60.47,0.43
165535a,28/01/2017 19:11,-21.724,S,114.782,E,-21.724,S,114.782,E,28,-3.04,2.69,3834.88,8,60.8,0.34
165535a,28/01/2017 21:19,-21.725,S,114.783,E,-21.725,S,114.783,E,28,-2.95,0.15,3835.03,2.13,60.89,0.07
165535a,29/01/2017 11:17,-21.726,S,114.781,E,-21.726,S,114.781,E,29,-2.42,0.23,3835.26,13.97,61.47,0.02
165535a,29/01/2017 14:45,-21.705,S,114.784,E,-21.705,S,114.784,E,29,-9.31,2.36,3837.62,3.46,61.61,0.68
165535a,29/01/2017 21:23,-21.701,S,114.79,E,-21.701,S,114.79,E,29,-11.82,0.76,3838.38,6.63,61.89,0.11
165535a,29/01/2017 22:32,-21.708,S,114.792,E,-21.708,S,114.792,E,29,-9.43,0.81,3839.19,1.16,61.94,0.7
165535a,29/01/2017 22:59,-21.714,S,114.784,E,-21.714,S,114.784,E,29,-6.05,1.06,3840.25,0.45,61.96,2.37
165535a,30/01/2017 12:36,-21.712,S,114.763,E,-21.712,S,114.763,E,30,-4.3,2.18,3842.43,13.61,62.53,0.16
165535a,30/01/2017 14:14,-21.715,S,114.761,E,-21.715,S,114.761,E,30,-2.83,0.39,3842.82,1.64,62.59,0.24
165535a,30/01/2017 18:52,-21.716,S,114.759,E,-21.716,S,114.759,E,30,-2.34,0.23,3843.05,4.64,62.79,0.05
165535a,31/01/2017 0:11,-21.72,S,114.754,E,-21.72,S,114.754,E,31,-1.7,0.68,3843.73,5.32,63.01,0.13
165535a,31/01/2017 0:11,-21.722,S,114.755,E,-21.722,S,114.755,E,31,-1.49,0.25,3843.98,0,63.01,0
165535a,31/01/2017 1:37,-21.724,S,114.756,E,-21.724,S,114.756,E,31,-1.24,0.25,3844.23,1.42,63.07,0.18
165535a,31/01/2017 12:09,-21.73,S,114.748,E,-21.73,S,114.748,E,31,-1.61,1.06,3845.29,10.54,63.51,0.1
165535a,31/01/2017 18:43,-21.729,S,114.752,E,-21.729,S,114.752,E,31,-1.08,0.43,3845.72,6.58,63.78,0.07
165535a,31/01/2017 21:55,-21.732,S,114.765,E,-21.732,S,114.765,E,31,0.58,1.39,3847.11,3.19,63.91,0.44
165535a,31/01/2017 23:39,-21.73,S,114.78,E,-21.73,S,114.78,E,31,-1.36,1.57,3848.68,1.73,63.99,0.91
165535a,1/02/2017 0:05,-21.724,S,114.776,E,-21.724,S,114.776,E,32,-2.11,0.79,3849.47,0.43,64,1.82
165535a,1/02/2017 7:05,-21.737,S,114.77,E,-21.737,S,114.77,E,32,0.69,1.57,3851.04,7,64.3,0.22
165535a,1/02/2017 9:03,-21.733,S,114.773,E,-21.733,S,114.773,E,32,0.17,0.54,3851.58,1.97,64.38,0.27
165535a,1/02/2017 10:01,-21.726,S,114.773,E,-21.726,S,114.773,E,32,-1.25,0.78,3852.36,0.96,64.42,0.81
165535a,1/02/2017 10:51,-21.722,S,114.773,E,-21.722,S,114.773,E,32,-2.06,0.45,3852.81,0.82,64.45,0.55
165535a,1/02/2017 10:51,-21.722,S,114.772,E,-21.722,S,114.772,E,32,-1.9,0.1,3852.91,0,64.45,0
165535a,1/02/2017 13:34,-21.714,S,114.773,E,-21.714,S,114.773,E,32,-4.3,0.9,3853.81,2.72,64.57,0.33
165535a,1/02/2017 18:23,-21.723,S,114.771,E,-21.723,S,114.771,E,32,-1.54,1.02,3854.83,4.83,64.77,0.21
165535a,1/02/2017 21:12,-21.72,S,114.747,E,-21.72,S,114.747,E,32,-2.63,2.5,3857.33,2.81,64.88,0.89
165535a,2/02/2017 2:31,-21.716,S,114.737,E,-21.716,S,114.737,E,33,-6.23,1.13,3858.46,5.32,65.11,0.21
165535a,2/02/2017 6:59,-21.723,S,114.77,E,-21.723,S,114.77,E,33,-1.38,3.5,3861.96,4.46,65.29,0.78
165535a,2/02/2017 9:40,-21.723,S,114.771,E,-21.723,S,114.771,E,33,-1.54,0.1,3862.06,2.69,65.4,0.04
165535a,2/02/2017 13:22,-21.724,S,114.77,E,-21.724,S,114.77,E,33,-1.19,0.15,3862.21,3.7,65.56,0.04
165535a,2/02/2017 19:53,-21.724,S,114.77,E,-21.724,S,114.77,E,33,-1.19,0,3862.21,6.5,65.83,0
165535a,2/02/2017 22:39,-21.721,S,114.768,E,-21.721,S,114.768,E,33,-1.44,0.39,3862.6,2.78,65.94,0.14
165535a,3/02/2017 1:28,-21.719,S,114.768,E,-21.719,S,114.768,E,34,-1.81,0.22,3862.82,2.81,66.06,0.08
165535a,3/02/2017 2:06,-21.719,S,114.77,E,-21.719,S,114.77,E,34,-2.15,0.21,3863.03,0.63,66.09,0.33
165535a,3/02/2017 12:10,-21.722,S,114.772,E,-21.722,S,114.772,E,34,-1.9,0.39,3863.42,10.07,66.51,0.04
165535a,3/02/2017 14:39,-21.722,S,114.769,E,-21.722,S,114.769,E,34,-1.42,0.31,3863.73,2.49,66.61,0.12
165535a,3/02/2017 19:44,-21.724,S,114.77,E,-21.724,S,114.77,E,34,-1.19,0.25,3863.98,5.08,66.82,0.05
165535a,3/02/2017 21:44,-21.724,S,114.77,E,-21.724,S,114.77,E,34,-1.19,0,3863.98,2.01,66.91,0
165535a,4/02/2017 0:58,-21.724,S,114.77,E,-21.724,S,114.77,E,35,-1.19,0,3863.98,3.24,67.04,0
165535a,4/02/2017 1:54,-21.724,S,114.77,E,-21.724,S,114.77,E,35,-1.19,0,3863.98,0.93,67.08,0
165535a,4/02/2017 9:13,-21.724,S,114.77,E,-21.724,S,114.77,E,35,-1.19,0,3863.98,7.32,67.38,0
165535a,4/02/2017 11:58,-21.724,S,114.77,E,-21.724,S,114.77,E,35,-1.19,0,3863.98,2.75,67.5,0
165535a,4/02/2017 17:58,-21.723,S,114.771,E,-21.723,S,114.771,E,35,-1.54,0.15,3864.13,5.99,67.75,0.03
165535a,4/02/2017 19:32,-21.718,S,114.76,E,-21.718,S,114.76,E,35,-1.82,1.27,3865.4,1.57,67.81,0.81
165535a,4/02/2017 21:34,-21.715,S,114.757,E,-21.715,S,114.757,E,35,-2.86,0.46,3865.86,2.03,67.9,0.23
165535a,4/02/2017 21:34,-21.716,S,114.759,E,-21.716,S,114.759,E,35,-2.34,0.23,3866.09,0,67.9,0
165535a,4/02/2017 23:22,-21.721,S,114.762,E,-21.721,S,114.762,E,35,-1.37,0.64,3866.73,1.81,67.97,0.35
165535a,4/02/2017 23:22,-21.716,S,114.757,E,-21.716,S,114.757,E,35,-2.34,0.76,3867.49,0,67.97,195.43
165535a,5/02/2017 3:11,-21.699,S,114.761,E,-21.699,S,114.761,E,36,-10.9,1.94,3869.43,3.81,68.13,0.51
165535a,5/02/2017 10:17,-21.685,S,114.749,E,-21.685,S,114.749,E,36,-20.24,1.99,3871.42,7.11,68.43,0.28
165535a,5/02/2017 11:40,-21.728,S,114.805,E,-21.728,S,114.805,E,36,-4.38,7.51,3878.93,1.39,68.49,5.42
165535a,5/02/2017 13:56,-21.722,S,114.827,E,-21.722,S,114.827,E,36,-5.78,2.37,3881.3,2.25,68.58,1.05
165535a,6/02/2017 1:02,-21.751,S,114.904,E,-21.751,S,114.904,E,37,7.83,8.59,3889.89,11.1,69.04,0.77
165535a,6/02/2017 7:49,-21.714,S,114.809,E,-21.714,S,114.809,E,37,-8.66,10.65,3900.54,6.79,69.33,1.57
165535a,6/02/2017 9:39,-21.7,S,114.801,E,-21.7,S,114.801,E,37,-14.06,1.76,3902.3,1.82,69.4,0.97
165535a,6/02/2017 9:53,-21.698,S,114.801,E,-21.698,S,114.801,E,37,-14.91,0.22,3902.52,0.24,69.41,0.91
165535a,6/02/2017 13:34,-21.712,S,114.806,E,-21.712,S,114.806,E,37,-9.32,1.64,3904.16,3.68,69.57,0.45
165535a,6/02/2017 22:10,-21.714,S,114.806,E,-21.714,S,114.806,E,37,-8.48,0.22,3904.38,8.6,69.92,0.03
165535a,6/02/2017 22:26,-21.712,S,114.791,E,-21.712,S,114.791,E,37,-7.73,1.57,3905.95,0.27,69.94,5.92
165535a,6/02/2017 23:53,-21.711,S,114.801,E,-21.711,S,114.801,E,37,-9.44,1.04,3906.99,1.45,70,0.72
165535a,7/02/2017 2:32,-21.706,S,114.795,E,-21.706,S,114.795,E,38,-10.69,0.83,3907.82,2.65,70.11,0.31
165535a,7/02/2017 7:39,-21.695,S,114.786,E,-21.695,S,114.786,E,38,-13.83,1.54,3909.36,5.12,70.32,0.3
165535a,7/02/2017 9:18,-21.699,S,114.783,E,-21.699,S,114.783,E,38,-11.46,0.54,3909.9,1.65,70.39,0.33
165535a,7/02/2017 10:52,-21.707,S,114.788,E,-21.707,S,114.788,E,38,-9.2,1.03,3910.93,1.57,70.45,0.66
165535a,7/02/2017 11:22,-21.708,S,114.791,E,-21.708,S,114.791,E,38,-9.28,0.33,3911.26,0.5,70.47,0.66
165535a,7/02/2017 14:57,-21.711,S,114.794,E,-21.711,S,114.794,E,38,-8.54,0.46,3911.72,3.58,70.62,0.13
165535a,8/02/2017 2:06,-21.723,S,114.795,E,-21.723,S,114.795,E,39,-4.88,1.34,3913.06,11.14,71.09,0.12
165535a,8/02/2017 14:31,-21.715,S,114.76,E,-21.715,S,114.76,E,39,-2.84,3.73,3916.79,12.43,71.61,0.3
165535a,8/02/2017 22:46,-21.724,S,114.778,E,-21.724,S,114.778,E,39,-2.42,2.11,3918.9,8.24,71.95,0.26
165535a,9/02/2017 8:55,-21.728,S,114.772,E,-21.728,S,114.772,E,40,-0.7,0.76,3919.66,10.16,72.37,0.07
165535a,9/02/2017 14:10,-21.728,S,114.772,E,-21.728,S,114.772,E,40,-0.7,0,3919.66,5.25,72.59,0
165535a,9/02/2017 20:16,-21.712,S,114.768,E,-21.712,S,114.768,E,40,-4.44,1.83,3921.49,6.09,72.84,0.3
165535a,9/02/2017 22:52,-21.711,S,114.768,E,-21.711,S,114.768,E,40,-4.91,0.11,3921.6,2.6,72.95,0.04
165535a,10/02/2017 2:21,-21.71,S,114.769,E,-21.71,S,114.769,E,41,-5.51,0.15,3921.75,3.49,73.1,0.04
165535a,10/02/2017 7:13,-21.711,S,114.769,E,-21.711,S,114.769,E,41,-5.04,0.11,3921.86,4.86,73.3,0.02
165535a,10/02/2017 11:12,-21.71,S,114.769,E,-21.71,S,114.769,E,41,-5.51,0.11,3921.97,3.99,73.47,0.03
165535a,10/02/2017 18:29,-21.713,S,114.763,E,-21.713,S,114.763,E,41,-3.81,0.7,3922.67,7.27,73.77,0.1
165535a,10/02/2017 21:44,-21.703,S,114.764,E,-21.703,S,114.764,E,41,-8.69,1.12,3923.79,3.25,73.91,0.34
165535a,10/02/2017 23:25,-21.709,S,114.78,E,-21.709,S,114.78,E,41,-7.34,1.78,3925.57,1.69,73.98,1.05
165535a,11/02/2017 1:09,-21.71,S,114.784,E,-21.71,S,114.784,E,42,-7.5,0.43,3926,1.74,74.05,0.25
165535a,11/02/2017 12:19,-21.712,S,114.812,E,-21.712,S,114.812,E,42,-9.68,2.9,3928.9,11.16,74.51,0.26
165535a,11/02/2017 14:21,-21.714,S,114.805,E,-21.714,S,114.805,E,42,-8.42,0.76,3929.66,2.03,74.6,0.37
165535a,11/02/2017 18:14,-21.713,S,114.776,E,-21.713,S,114.776,E,42,-5.19,3,3932.66,3.88,74.76,0.77
165535a,11/02/2017 21:55,-21.721,S,114.776,E,-21.721,S,114.776,E,42,-2.75,0.89,3933.55,3.68,74.91,0.24
165535a,11/02/2017 21:58,-21.723,S,114.771,E,-21.723,S,114.771,E,42,-1.54,0.56,3934.11,0.06,74.92,8.77
165535a,11/02/2017 22:57,-21.724,S,114.77,E,-21.724,S,114.77,E,42,-1.19,0.15,3934.26,0.99,74.96,0.15
165535a,12/02/2017 0:40,-21.726,S,114.77,E,-21.726,S,114.77,E,43,-0.81,0.22,3934.48,1.7,75.03,0.13
165535a,12/02/2017 2:22,-21.722,S,114.779,E,-21.722,S,114.779,E,43,-3.02,1.03,3935.51,1.7,75.1,0.6
165535a,12/02/2017 6:45,-21.714,S,114.786,E,-21.714,S,114.786,E,43,-6.31,1.15,3936.66,4.38,75.28,0.26
165535a,12/02/2017 9:57,-21.709,S,114.78,E,-21.709,S,114.78,E,43,-7.34,0.83,3937.49,3.2,75.41,0.26
165535a,12/02/2017 10:25,-21.711,S,114.781,E,-21.711,S,114.781,E,43,-6.72,0.25,3937.74,0.48,75.43,0.53
