tag_id,utc,lat,dir1,lon,dir2,lat2,dir3,lon2,dir4,Day of Year,Depth (m),SST weekly (C),SST monthly (C),Distance (km),Cummulative (km),Hours,Cummulative (days),Speed (kph)
152612,30/08/2015 0:53,-32.007,S,115.875,E,-32.007,S,115.875,E,242,13.33,-99.99,-99.99,1286.34,5035.34,-117.61,-4.9,-10.94
152612,30/08/2015 1:43,-32.006,S,115.877,E,-32.006,S,115.877,E,242,13.9,-99.99,-99.99,0.22,5035.56,0.85,-4.87,0.26
152612,30/08/2015 2:28,-32.01,S,115.854,E,-32.01,S,115.854,E,242,5.75,-99.99,-99.99,2.22,5037.78,0.75,-4.83,2.96
152612,30/08/2015 6:44,-32.003,S,115.871,E,-32.003,S,115.871,E,242,16.57,-99.99,-99.99,1.78,5039.56,4.26,-4.66,0.42
152612,30/08/2015 8:25,-32.009,S,115.878,E,-32.009,S,115.878,E,242,11,-99.99,-99.99,0.94,5040.5,1.68,-4.59,0.56
152612,30/08/2015 9:01,-31.997,S,115.875,E,-31.997,S,115.875,E,242,19,-99.99,-99.99,1.37,5041.87,0.61,-4.56,2.25
152612,30/08/2015 9:29,-32.007,S,115.874,E,-32.007,S,115.874,E,242,13.49,-99.99,-99.99,1.12,5042.99,0.46,-4.54,2.44
152612,30/08/2015 9:38,-32.007,S,115.875,E,-32.007,S,115.875,E,242,13.33,-99.99,-99.99,0.09,5043.08,0.15,-4.54,0.6
152612,30/08/2015 10:40,-32.007,S,115.875,E,-32.007,S,115.875,E,242,13.33,-99.99,-99.99,0,5043.08,1.04,-4.49,0
152612,30/08/2015 11:08,-32.008,S,115.876,E,-32.008,S,115.876,E,242,12.32,-99.99,-99.99,0.15,5043.23,0.47,-4.47,0.32
152612,30/08/2015 11:20,-32.005,S,115.876,E,-32.005,S,115.876,E,242,14.87,-99.99,-99.99,0.33,5043.56,0.19,-4.47,1.7
152612,3/09/2015 17:20,-20.468,S,116.588,E,-26.504,S,143.77,E,246,7.19,23.31,24.15,1286.22,6329.78,102,-0.21,12.61
152612,3/09/2015 19:02,-20.468,S,116.586,E,-20.468,S,116.586,E,246,8.22,23.31,24.15,0.21,6329.99,1.69,-0.14,0.12
152612,3/09/2015 20:49,-20.468,S,116.587,E,-20.468,S,116.587,E,246,7.71,23.31,24.15,0.1,6330.09,1.79,-0.07,0.06
152612,3/09/2015 21:10,-20.472,S,116.605,E,-20.472,S,116.605,E,246,0.4,23.25,24.13,1.93,6332.02,0.34,-0.06,5.72
152612,3/09/2015 21:24,-20.47,S,116.589,E,-20.47,S,116.589,E,246,8.26,23.3,24.15,1.68,6333.7,0.24,-0.05,7
152612,3/09/2015 22:37,-20.469,S,116.589,E,-20.469,S,116.589,E,246,7.47,23.3,24.15,0.11,6333.81,1.22,0.01,0.09
152612,3/09/2015 22:59,-20.464,S,116.574,E,-20.464,S,116.574,E,246,3.32,23.36,24.17,1.66,6335.47,0.37,0.02,4.48
152612,3/09/2015 23:01,-20.465,S,116.587,E,-20.465,S,116.587,E,246,5.87,23.32,24.16,1.36,6336.83,0.04,0.02,37.95
152612,4/09/2015 0:44,-20.458,S,116.587,E,-20.458,S,116.587,E,247,3.39,23.33,24.17,0.78,6337.61,1.72,0.09,0.45
152612,4/09/2015 2:29,-20.456,S,116.588,E,-20.456,S,116.588,E,247,2.46,23.34,24.17,0.25,6337.86,1.75,0.17,0.14
152612,4/09/2015 5:51,-20.456,S,116.588,E,-20.456,S,116.588,E,247,2.46,23.34,24.17,0,6337.86,3.37,0.31,0
152612,4/09/2015 9:19,-20.454,S,116.583,E,-20.454,S,116.583,E,247,2.6,23.36,24.18,0.57,6338.43,3.47,0.45,0.16
152612,4/09/2015 9:52,-20.454,S,116.581,E,-20.454,S,116.581,E,247,2.13,23.36,24.19,0.21,6338.64,0.54,0.47,0.39
152612,4/09/2015 18:43,-20.436,S,116.587,E,-20.436,S,116.587,E,247,-1.41,23.41,24.23,2.1,6340.74,8.85,0.84,0.24
152612,5/09/2015 1:19,-20.454,S,116.581,E,-20.454,S,116.581,E,248,2.13,23.36,24.19,2.1,6342.84,6.59,1.12,0.32
152612,5/09/2015 5:40,-20.451,S,116.573,E,-20.451,S,116.573,E,248,-0.59,23.4,24.2,0.9,6343.74,4.35,1.3,0.21
152612,5/09/2015 13:46,-20.45,S,116.564,E,-20.45,S,116.564,E,248,-2.16,23.43,24.22,0.95,6344.69,8.11,1.64,0.12
152612,5/09/2015 14:31,-20.454,S,116.583,E,-20.454,S,116.583,E,248,2.6,23.36,24.18,2.03,6346.72,0.75,1.67,2.72
152612,5/09/2015 20:08,-20.463,S,116.597,E,-20.463,S,116.597,E,248,1.62,23.29,24.15,1.77,6348.49,5.61,1.9,0.32
152612,6/09/2015 1:45,-20.452,S,116.583,E,-20.452,S,116.583,E,249,1.77,24.04,24.19,1.91,6350.4,5.61,2.14,0.34
152612,6/09/2015 5:25,-20.454,S,116.59,E,-20.454,S,116.59,E,249,1.4,24.03,24.18,0.76,6351.16,3.68,2.29,0.21
152612,6/09/2015 12:34,-20.458,S,116.605,E,-20.458,S,116.605,E,249,-0.33,24.01,24.14,1.63,6352.79,7.14,2.59,0.23
152612,6/09/2015 20:38,-20.454,S,116.615,E,-20.454,S,116.615,E,249,-0.95,24.02,24.14,1.13,6353.92,8.06,2.92,0.14
152612,6/09/2015 22:17,-20.456,S,116.6,E,-20.456,S,116.6,E,249,-0.28,24.02,24.16,1.58,6355.5,1.66,2.99,0.95
152612,7/09/2015 1:31,-20.457,S,116.6,E,-20.457,S,116.6,E,250,-0.16,24.02,24.15,0.11,6355.61,3.23,3.13,0.03
152612,7/09/2015 10:19,-20.445,S,116.597,E,-20.445,S,116.597,E,250,-0.8,24.05,24.19,1.37,6356.98,8.81,3.49,0.16
152612,7/09/2015 13:54,-20.446,S,116.597,E,-20.446,S,116.597,E,250,-0.77,24.05,24.19,0.11,6357.09,3.58,3.64,0.03
152612,7/09/2015 22:06,-20.451,S,116.591,E,-20.451,S,116.591,E,250,0.36,24.04,24.18,0.84,6357.93,8.19,3.98,0.1
152612,8/09/2015 9:07,-20.455,S,116.592,E,-20.455,S,116.592,E,251,1.28,24.02,24.17,0.46,6358.39,11.02,4.44,0.04
152612,8/09/2015 16:23,-20.456,S,116.593,E,-20.456,S,116.593,E,251,1.32,24.02,24.17,0.15,6358.54,7.26,4.75,0.02
152612,9/09/2015 0:41,-20.455,S,116.593,E,-20.455,S,116.593,E,252,1.07,24.02,24.17,0.11,6358.65,8.31,5.09,0.01
152612,9/09/2015 9:01,-20.451,S,116.588,E,-20.451,S,116.588,E,252,0.78,24.04,24.19,0.69,6359.34,8.33,5.44,0.08
152612,9/09/2015 10:45,-20.45,S,116.588,E,-20.45,S,116.588,E,252,0.44,24.04,24.19,0.11,6359.45,1.73,5.51,0.06
152612,9/09/2015 17:53,-20.458,S,116.589,E,-20.458,S,116.589,E,252,2.86,24.02,24.17,0.9,6360.35,7.14,5.81,0.13
152612,9/09/2015 20:05,-20.465,S,116.579,E,-20.465,S,116.579,E,252,5.58,24,24.17,1.3,6361.65,2.19,5.9,0.59
152612,9/09/2015 20:05,-20.46,S,116.578,E,-20.46,S,116.578,E,252,3.47,24.02,24.18,0.57,6362.22,0,5.9,0
152612,10/09/2015 6:27,-20.469,S,116.563,E,-20.469,S,116.563,E,253,0.37,24,24.18,1.86,6364.08,10.37,6.33,0.18
152612,10/09/2015 8:43,-20.467,S,116.574,E,-20.467,S,116.574,E,253,4.26,24,24.17,1.17,6365.25,2.27,6.43,0.51
152612,10/09/2015 8:43,-20.469,S,116.571,E,-20.469,S,116.571,E,253,3.55,24,24.17,0.38,6365.63,0.01,6.43,57
152612,10/09/2015 17:46,-20.452,S,116.603,E,-20.452,S,116.603,E,253,-0.8,24.03,24.16,3.84,6369.47,9.04,6.8,0.42
152612,10/09/2015 19:58,-20.456,S,116.606,E,-20.456,S,116.606,E,253,-0.54,24.02,24.15,0.54,6370.01,2.2,6.89,0.25
152612,10/09/2015 22:44,-20.456,S,116.605,E,-20.456,S,116.605,E,253,-0.5,24.02,24.15,0.1,6370.11,2.77,7.01,0.04
152612,11/09/2015 1:46,-20.47,S,116.623,E,-20.47,S,116.623,E,254,-0.24,23.98,24.11,2.44,6372.55,3.05,7.14,0.8
152612,11/09/2015 11:24,-20.446,S,116.619,E,-20.446,S,116.619,E,254,-1,24.04,24.16,2.7,6375.25,9.63,7.54,0.28
152612,11/09/2015 11:25,-20.449,S,116.627,E,-20.449,S,116.627,E,254,-1,24.03,24.15,0.9,6376.15,0.01,7.54,147.27
152612,11/09/2015 12:28,-20.441,S,116.585,E,-20.441,S,116.585,E,254,-0.66,24.06,24.22,4.47,6380.62,1.05,7.58,4.24
152612,11/09/2015 19:14,-20.453,S,116.523,E,-20.453,S,116.523,E,254,-4.26,24.05,24.25,6.6,6387.22,6.77,7.86,0.98
152612,11/09/2015 22:07,-20.447,S,116.503,E,-20.447,S,116.503,E,254,-6.85,24.06,24.27,2.19,6389.41,2.89,7.98,0.76
152612,11/09/2015 23:49,-20.457,S,116.551,E,-20.457,S,116.551,E,254,-2.47,24.03,24.22,5.13,6394.54,1.69,8.06,3.03
152612,12/09/2015 9:19,-20.433,S,116.559,E,-20.433,S,116.559,E,255,-4.5,24.09,24.26,2.8,6397.34,9.51,8.45,0.29
152612,12/09/2015 9:19,-20.446,S,116.561,E,-20.446,S,116.561,E,255,-2.82,24.06,24.23,1.46,6398.8,0,8.45,5256
152612,12/09/2015 21:18,-20.465,S,116.61,E,-20.465,S,116.61,E,255,-0.28,24,24.13,5.53,6404.33,11.98,8.95,0.46
152612,12/09/2015 22:13,-20.452,S,116.609,E,-20.452,S,116.609,E,255,-0.89,24.03,24.16,1.45,6405.78,0.92,8.99,1.57
152612,13/09/2015 2:36,-20.44,S,116.6,E,-20.44,S,116.6,E,256,-1,24.06,24.2,1.63,6407.41,4.38,9.17,0.37
152612,13/09/2015 10:39,-20.452,S,116.594,E,-20.452,S,116.594,E,256,0.18,24.03,24.18,1.48,6408.89,8.04,9.51,0.18
152612,13/09/2015 14:26,-20.448,S,116.594,E,-20.448,S,116.594,E,256,-0.41,24.04,24.19,0.45,6409.34,3.8,9.66,0.12
152612,13/09/2015 21:11,-20.44,S,116.595,E,-20.44,S,116.595,E,256,-0.94,24.06,24.21,0.9,6410.24,6.74,9.95,0.13
152612,14/09/2015 10:08,-20.401,S,116.576,E,-20.401,S,116.576,E,257,-7.29,24.37,24.32,4.77,6415.01,12.95,10.48,0.37
152612,14/09/2015 18:40,-20.454,S,116.544,E,-20.454,S,116.544,E,257,-3.03,24.27,24.23,6.78,6421.79,8.53,10.84,0.79
152612,14/09/2015 21:17,-20.454,S,116.549,E,-20.454,S,116.549,E,257,-2.81,24.28,24.23,0.52,6422.31,2.62,10.95,0.2
152612,15/09/2015 7:11,-20.467,S,116.559,E,-20.467,S,116.559,E,258,-0.37,24.26,24.18,1.78,6424.09,9.9,11.36,0.18
152612,15/09/2015 10:58,-20.458,S,116.573,E,-20.458,S,116.573,E,258,1.31,24.28,24.19,1.77,6425.86,3.79,11.52,0.47
152612,15/09/2015 22:16,-20.459,S,116.576,E,-20.459,S,116.576,E,258,2.51,24.28,24.18,0.33,6426.19,11.3,11.99,0.03
152612,16/09/2015 0:48,-20.46,S,116.585,E,-20.46,S,116.585,E,259,4.7,24.28,24.17,0.95,6427.14,2.53,12.1,0.38
152612,16/09/2015 18:20,-20.455,S,116.619,E,-20.455,S,116.619,E,259,-0.92,24.29,24.13,3.59,6430.73,17.53,12.83,0.2
152612,16/09/2015 22:06,-20.45,S,116.594,E,-20.45,S,116.594,E,259,-0.28,24.29,24.18,2.67,6433.4,3.77,12.98,0.71
152612,16/09/2015 22:06,-20.451,S,116.592,E,-20.451,S,116.592,E,259,0.22,24.29,24.18,0.24,6433.64,0,12.98,0
152612,16/09/2015 23:37,-20.451,S,116.586,E,-20.451,S,116.586,E,259,1.05,24.29,24.19,0.63,6434.27,1.51,13.05,0.42
152612,17/09/2015 8:30,-20.457,S,116.581,E,-20.457,S,116.581,E,260,3.28,24.28,24.18,0.85,6435.12,8.88,13.42,0.1
152612,17/09/2015 10:02,-20.454,S,116.584,E,-20.454,S,116.584,E,260,2.55,24.28,24.18,0.46,6435.58,1.54,13.48,0.3
152612,17/09/2015 22:17,-20.441,S,116.599,E,-20.441,S,116.599,E,260,-0.98,24.31,24.2,2.13,6437.71,12.26,13.99,0.17
152612,18/09/2015 6:39,-20.447,S,116.614,E,-20.447,S,116.614,E,261,-1,24.3,24.17,1.7,6439.41,8.36,14.34,0.2
152612,18/09/2015 10:28,-20.447,S,116.613,E,-20.447,S,116.613,E,261,-1,24.3,24.17,0.1,6439.51,3.82,14.5,0.03
152612,18/09/2015 13:19,-20.467,S,116.582,E,-20.467,S,116.582,E,261,7.81,24.27,24.16,3.93,6443.44,2.84,14.62,1.38
152612,18/09/2015 14:16,-20.47,S,116.581,E,-20.47,S,116.581,E,261,10.46,24.27,24.15,0.35,6443.79,0.96,14.66,0.37
152612,18/09/2015 23:02,-20.477,S,116.589,E,-20.477,S,116.589,E,261,13.8,24.27,24.13,1.14,6444.93,8.77,15.02,0.13
152612,19/09/2015 0:38,-20.461,S,116.578,E,-20.461,S,116.578,E,262,3.82,24.27,24.17,2.12,6447.05,1.59,15.09,1.33
152612,19/09/2015 6:24,-20.466,S,116.573,E,-20.466,S,116.573,E,262,3.48,24.27,24.17,0.76,6447.81,5.77,15.33,0.13
152612,19/09/2015 8:36,-20.464,S,116.57,E,-20.464,S,116.57,E,262,1.79,24.27,24.18,0.38,6448.19,2.2,15.42,0.17
152612,19/09/2015 19:18,-20.448,S,116.555,E,-20.448,S,116.555,E,262,-2.94,24.29,24.23,2.37,6450.56,10.7,15.87,0.22
152612,20/09/2015 1:56,-20.449,S,116.583,E,-20.449,S,116.583,E,263,0.76,24.29,24.2,2.92,6453.48,6.64,16.14,0.44
152612,20/09/2015 9:23,-20.459,S,116.576,E,-20.459,S,116.576,E,263,2.51,24.28,24.18,1.33,6454.81,7.44,16.45,0.18
152612,20/09/2015 9:59,-20.455,S,116.58,E,-20.455,S,116.58,E,263,2.26,24.28,24.19,0.61,6455.42,0.61,16.48,1
152612,20/09/2015 9:59,-20.456,S,116.579,E,-20.456,S,116.579,E,263,2.37,24.28,24.18,0.15,6455.57,0,16.48,0
152612,20/09/2015 14:18,-20.456,S,116.59,E,-20.456,S,116.59,E,263,2,24.28,24.17,1.15,6456.72,4.31,16.66,0.27
152612,20/09/2015 19:05,-20.472,S,116.578,E,-20.472,S,116.578,E,263,10.11,24.26,24.15,2.18,6458.9,4.78,16.86,0.46
152612,20/09/2015 23:02,-20.472,S,116.579,E,-20.472,S,116.579,E,263,10.92,24.27,24.15,0.1,6459,3.96,17.02,0.03
152612,20/09/2015 23:52,-20.472,S,116.579,E,-20.472,S,116.579,E,263,10.92,24.27,24.15,0,6459,0.83,17.06,0
152612,21/09/2015 8:59,-20.457,S,116.576,E,-20.457,S,116.576,E,264,1.88,24.28,24.19,1.7,6460.7,9.11,17.44,0.19
152612,21/09/2015 9:55,-20.457,S,116.575,E,-20.457,S,116.575,E,264,1.6,24.28,24.19,0.1,6460.8,0.94,17.48,0.11
152612,22/09/2015 2:08,-20.458,S,116.575,E,-20.458,S,116.575,E,265,1.9,25.01,24.18,0.11,6460.91,16.21,18.15,0.01
152612,22/09/2015 9:01,-20.456,S,116.576,E,-20.456,S,116.576,E,265,1.57,25.01,24.19,0.25,6461.16,6.89,18.44,0.04
152612,22/09/2015 23:00,-20.461,S,116.603,E,-20.461,S,116.603,E,265,0.08,25.01,24.14,2.87,6464.03,13.98,19.02,0.21
152612,22/09/2015 23:00,-20.424,S,116.628,E,-20.424,S,116.628,E,265,-2.12,24.99,24.23,4.87,6468.9,0,19.02,0
152612,23/09/2015 1:44,-20.455,S,116.593,E,-20.455,S,116.593,E,266,1.07,25.01,24.17,5.02,6473.92,2.73,19.13,1.84
152612,23/09/2015 5:36,-20.468,S,116.58,E,-20.468,S,116.58,E,266,7.88,25.01,24.16,1.98,6475.9,3.86,19.3,0.51
152612,23/09/2015 7:22,-20.458,S,116.585,E,-20.458,S,116.585,E,266,3.92,25.01,24.17,1.23,6477.13,1.78,19.37,0.69
152612,23/09/2015 9:27,-20.456,S,116.596,E,-20.456,S,116.596,E,266,0.63,25.01,24.16,1.17,6478.3,2.08,19.46,0.56
152612,23/09/2015 18:29,-20.464,S,116.592,E,-20.464,S,116.592,E,266,3.66,25.01,24.15,0.98,6479.28,9.03,19.83,0.11
152612,23/09/2015 20:45,-20.461,S,116.583,E,-20.461,S,116.583,E,266,5.51,25.01,24.17,1,6480.28,2.27,19.93,0.44
152612,24/09/2015 0:38,-20.464,S,116.574,E,-20.464,S,116.574,E,267,3.32,25.01,24.17,1,6481.28,3.88,20.09,0.26
152612,24/09/2015 11:04,-20.47,S,116.556,E,-20.47,S,116.556,E,267,-0.79,25,24.18,1.99,6483.27,10.44,20.52,0.19
152612,24/09/2015 11:04,-20.466,S,116.558,E,-20.466,S,116.558,E,267,-0.64,25,24.19,0.49,6483.76,0,20.52,0
152612,24/09/2015 11:18,-20.46,S,116.567,E,-20.46,S,116.567,E,267,-0.09,25.01,24.19,1.15,6484.91,0.23,20.53,4.95
152612,24/09/2015 12:57,-20.47,S,116.58,E,-20.47,S,116.58,E,267,9.8,25.01,24.15,1.75,6486.66,1.65,20.6,1.06
152612,24/09/2015 14:41,-20.474,S,116.586,E,-20.474,S,116.586,E,267,14.27,25.01,24.14,0.77,6487.43,1.72,20.67,0.45
152612,24/09/2015 16:45,-20.478,S,116.59,E,-20.478,S,116.59,E,267,13.36,25.01,24.13,0.61,6488.04,2.07,20.76,0.29
152612,24/09/2015 20:28,-20.485,S,116.595,E,-20.485,S,116.595,E,267,8.04,25.01,24.12,0.94,6488.98,3.72,20.92,0.25
152612,24/09/2015 22:02,-20.479,S,116.574,E,-20.479,S,116.574,E,267,10.59,25,24.14,2.29,6491.27,1.56,20.98,1.47
152612,24/09/2015 22:11,-20.476,S,116.574,E,-20.476,S,116.574,E,267,9.01,25,24.15,0.33,6491.6,0.16,20.99,2.03
152612,24/09/2015 22:18,-20.48,S,116.575,E,-20.48,S,116.575,E,267,12.5,25,24.14,0.46,6492.06,0.12,20.99,3.99
152612,24/09/2015 23:44,-20.48,S,116.572,E,-20.48,S,116.572,E,267,8.36,25,24.14,0.31,6492.37,1.44,21.05,0.22
152612,25/09/2015 0:11,-20.478,S,116.586,E,-20.478,S,116.586,E,268,18.3,25.01,24.13,1.48,6493.85,0.45,21.07,3.32
152612,25/09/2015 1:02,-20.476,S,116.572,E,-20.476,S,116.572,E,268,6.82,25,24.15,1.48,6495.33,0.85,21.11,1.74
152612,25/09/2015 1:51,-20.469,S,116.582,E,-20.469,S,116.582,E,268,10.02,25.01,24.15,1.3,6496.63,0.8,21.14,1.62
152612,25/09/2015 7:06,-20.456,S,116.595,E,-20.456,S,116.595,E,268,0.86,25.01,24.16,1.98,6498.61,5.25,21.36,0.38
152612,25/09/2015 9:11,-20.465,S,116.586,E,-20.465,S,116.586,E,268,6.26,25.01,24.16,1.37,6499.98,2.1,21.45,0.65
152612,25/09/2015 10:42,-20.465,S,116.587,E,-20.465,S,116.587,E,268,5.87,25.01,24.16,0.1,6500.08,1.52,21.51,0.07
152612,25/09/2015 10:50,-20.482,S,116.598,E,-20.482,S,116.598,E,268,4.05,25.02,24.12,2.21,6502.29,0.13,21.51,16.47
152612,25/09/2015 10:50,-20.473,S,116.581,E,-20.473,S,116.581,E,268,13.56,25.01,24.15,2.04,6504.33,0,21.51,0
152612,25/09/2015 12:39,-20.472,S,116.585,E,-20.472,S,116.585,E,268,13.06,25.01,24.15,0.43,6504.76,1.81,21.59,0.24
152612,25/09/2015 14:14,-20.478,S,116.584,E,-20.478,S,116.584,E,268,20.78,25.01,24.14,0.68,6505.44,1.58,21.66,0.43
152612,25/09/2015 18:14,-20.48,S,116.588,E,-20.48,S,116.588,E,268,17.56,25.01,24.13,0.47,6505.91,4.02,21.82,0.12
152612,25/09/2015 20:27,-20.48,S,116.573,E,-20.48,S,116.573,E,268,9.74,25,24.14,1.56,6507.47,2.21,21.91,0.71
152612,25/09/2015 21:46,-20.479,S,116.57,E,-20.479,S,116.57,E,268,5.36,25,24.15,0.33,6507.8,1.32,21.97,0.25
152612,25/09/2015 22:08,-20.481,S,116.572,E,-20.481,S,116.572,E,268,8.74,25,24.14,0.31,6508.11,0.36,21.98,0.86
152612,26/09/2015 1:26,-20.482,S,116.565,E,-20.482,S,116.565,E,269,0.79,24.99,24.14,0.74,6508.85,3.29,22.12,0.22
152612,26/09/2015 5:08,-20.483,S,116.562,E,-20.483,S,116.562,E,269,0.43,24.99,24.14,0.33,6509.18,3.71,22.28,0.09
152612,26/09/2015 6:44,-20.483,S,116.562,E,-20.483,S,116.562,E,269,0.43,24.99,24.14,0,6509.18,1.61,22.34,0
152612,26/09/2015 8:27,-20.463,S,116.555,E,-20.463,S,116.555,E,269,-1.45,25.01,24.2,2.34,6511.52,1.7,22.41,1.38
152612,26/09/2015 8:40,-20.463,S,116.555,E,-20.463,S,116.555,E,269,-1.45,25.01,24.2,0,6511.52,0.22,22.42,0
152612,26/09/2015 8:53,-20.473,S,116.581,E,-20.473,S,116.581,E,269,13.56,25.01,24.15,2.93,6514.45,0.23,22.43,12.94
152612,26/09/2015 10:11,-20.475,S,116.577,E,-20.475,S,116.577,E,269,11.54,25.01,24.15,0.47,6514.92,1.3,22.49,0.36
152612,26/09/2015 10:18,-20.471,S,116.589,E,-20.471,S,116.589,E,269,9.05,25.01,24.14,1.33,6516.25,0.1,22.49,12.91
152612,26/09/2015 10:33,-20.469,S,116.596,E,-20.469,S,116.596,E,269,3.35,25.01,24.14,0.76,6517.01,0.25,22.5,3.01
152612,26/09/2015 11:54,-20.465,S,116.576,E,-20.465,S,116.576,E,269,4.4,25.01,24.17,2.13,6519.14,1.35,22.56,1.58
152612,26/09/2015 12:20,-20.471,S,116.585,E,-20.471,S,116.585,E,269,11.98,25.01,24.15,1.15,6520.29,0.43,22.58,2.65
152612,26/09/2015 13:17,-20.476,S,116.616,E,-20.476,S,116.616,E,269,-0.92,25.03,24.11,3.28,6523.57,0.96,22.62,3.43
152612,26/09/2015 14:01,-20.479,S,116.621,E,-20.479,S,116.621,E,269,-0.48,25.03,24.1,0.62,6524.19,0.73,22.65,0.85
152612,26/09/2015 15:40,-20.482,S,116.629,E,-20.482,S,116.629,E,269,0.48,25.04,24.1,0.9,6525.09,1.66,22.72,0.54
152612,26/09/2015 23:01,-20.487,S,116.675,E,-20.487,S,116.675,E,269,-1.17,25.02,24.13,4.83,6529.92,7.34,23.02,0.66
152612,27/09/2015 0:22,-20.47,S,116.633,E,-20.47,S,116.633,E,270,0.96,25.03,24.11,4.77,6534.69,1.35,23.08,3.52
152612,27/09/2015 1:15,-20.46,S,116.622,E,-20.46,S,116.622,E,270,-0.62,25.02,24.12,1.6,6536.29,0.89,23.12,1.8
152612,27/09/2015 6:41,-20.438,S,116.607,E,-20.438,S,116.607,E,270,-1,25,24.2,2.91,6539.2,5.43,23.34,0.54
152612,27/09/2015 8:43,-20.46,S,116.601,E,-20.46,S,116.601,E,270,0.13,25.01,24.15,2.53,6541.73,2.02,23.43,1.25
152612,27/09/2015 9:45,-20.461,S,116.582,E,-20.461,S,116.582,E,270,5.17,25.01,24.17,1.98,6543.71,1.04,23.47,1.9
152612,27/09/2015 9:47,-20.459,S,116.597,E,-20.459,S,116.597,E,270,0.93,25.01,24.15,1.58,6545.29,0.03,23.47,48.2
152612,27/09/2015 19:59,-20.461,S,116.592,E,-20.461,S,116.592,E,270,2.86,25.01,24.16,0.57,6545.86,10.21,23.9,0.06
152612,27/09/2015 22:03,-20.454,S,116.583,E,-20.454,S,116.583,E,270,2.6,25.01,24.18,1.22,6547.08,2.06,23.98,0.59
152612,27/09/2015 23:44,-20.466,S,116.584,E,-20.466,S,116.584,E,270,7.45,25.01,24.16,1.34,6548.42,1.69,24.05,0.79
152612,28/09/2015 10:50,-20.461,S,116.583,E,-20.461,S,116.583,E,271,5.51,25.01,24.17,0.57,6548.99,11.09,24.51,0.05
152612,28/09/2015 20:33,-20.468,S,116.574,E,-20.468,S,116.574,E,271,4.78,25.01,24.17,1.22,6550.21,9.72,24.92,0.13
152612,28/09/2015 22:09,-20.453,S,116.6,E,-20.453,S,116.6,E,271,-0.64,25.01,24.17,3.18,6553.39,1.6,24.99,1.98
152612,29/09/2015 21:55,-20.4,S,116.636,E,-20.4,S,116.636,E,272,-5,24.98,24.3,6.99,6560.38,23.77,25.98,0.29
152612,30/09/2015 0:58,-20.453,S,116.589,E,-20.453,S,116.589,E,273,1.27,26.08,24.18,7.67,6568.05,3.05,26.1,2.52
152612,30/09/2015 0:59,-20.453,S,116.589,E,-20.453,S,116.589,E,273,1.27,26.08,24.18,0,6568.05,0.03,26.1,0
152612,30/09/2015 6:08,-20.462,S,116.58,E,-20.462,S,116.58,E,273,4.86,26.06,24.17,1.37,6569.42,5.14,26.32,0.27
152612,30/09/2015 6:08,-20.342,S,116.466,E,-20.342,S,116.466,E,273,-22,26.07,24.4,17.89,6587.31,0.01,26.32,2800.17
152612,30/09/2015 11:53,-20.359,S,116.423,E,-20.359,S,116.423,E,273,-21.54,26,24.37,4.87,6592.18,5.76,26.56,0.85
152612,30/09/2015 17:16,-20.433,S,116.578,E,-20.433,S,116.578,E,273,-2.68,26.1,24.24,18.15,6610.33,5.38,26.78,3.37
152612,30/09/2015 19:42,-20.436,S,116.583,E,-20.436,S,116.583,E,273,-1.56,26.09,24.23,0.62,6610.95,2.44,26.88,0.25
152612,1/10/2015 0:40,-20.452,S,116.586,E,-20.452,S,116.586,E,274,1.42,26.08,26.65,1.81,6612.76,4.95,27.09,0.37
152612,1/10/2015 9:44,-20.476,S,116.601,E,-20.476,S,116.601,E,274,0.88,26.04,26.82,3.1,6615.86,9.07,27.47,0.34
152612,1/10/2015 9:44,-20.475,S,116.601,E,-20.475,S,116.601,E,274,0.88,26.04,26.81,0.11,6615.97,0,27.47,396
152612,1/10/2015 14:00,-20.477,S,116.606,E,-20.477,S,116.606,E,274,0.28,26.04,26.85,0.57,6616.54,4.27,27.65,0.13
152612,1/10/2015 18:48,-20.46,S,116.599,E,-20.46,S,116.599,E,274,0.5,26.08,26.73,2.03,6618.57,4.8,27.85,0.42
152612,1/10/2015 23:21,-20.455,S,116.596,E,-20.455,S,116.596,E,274,0.44,26.09,26.7,0.64,6619.21,4.56,28.04,0.14
152612,2/10/2015 1:55,-20.454,S,116.597,E,-20.454,S,116.597,E,275,0.06,26.09,26.7,0.15,6619.36,2.56,28.14,0.06
152612,2/10/2015 2:50,-20.456,S,116.595,E,-20.456,S,116.595,E,275,0.86,26.09,26.69,0.31,6619.67,0.92,28.18,0.34
152612,2/10/2015 21:12,-20.461,S,116.595,E,-20.461,S,116.595,E,275,1.91,26.08,26.71,0.56,6620.23,18.36,28.95,0.03
152612,2/10/2015 22:17,-20.454,S,116.584,E,-20.454,S,116.584,E,275,2.55,26.08,26.64,1.39,6621.62,1.08,28.99,1.29
152612,3/10/2015 2:25,-20.457,S,116.591,E,-20.457,S,116.591,E,276,2.05,26.08,26.68,0.8,6622.42,4.14,29.16,0.19
152612,3/10/2015 7:02,-20.458,S,116.586,E,-20.458,S,116.586,E,276,3.66,26.08,26.65,0.53,6622.95,4.62,29.36,0.11
152612,3/10/2015 11:00,-20.454,S,116.59,E,-20.454,S,116.59,E,276,1.4,26.08,26.67,0.61,6623.56,3.96,29.52,0.15
