tag_id,utc,lat,dir1,lon,dir2,lat2,dir3,lon2,dir4,Day of Year,Depth (m),SST weekly (C),SST monthly (C),Distance (km),Cummulative (km),Hours,Cummulative (days),Speed (kph)
152612,30/04/2016 10:07,-19.939,S,117.961,E,-19.939,S,117.961,E,121,-37.44,,,0.47,25250.68,1.02,239.48,0.46
152612,30/04/2016 17:27,-19.94,S,117.962,E,-19.94,S,117.962,E,121,-37.31,,,0.15,25250.83,7.34,239.79,0.02
152612,30/04/2016 21:25,-19.937,S,117.958,E,-19.937,S,117.958,E,121,-37.67,,,0.54,25251.37,3.97,239.96,0.14
152612,30/04/2016 23:57,-19.92,S,117.945,E,-19.92,S,117.945,E,121,-39.1,,,2.33,25253.7,2.52,240.06,0.92
152612,1/05/2016 0:35,-19.914,S,117.941,E,-19.914,S,117.941,E,122,-39.77,,,0.79,25254.49,0.65,240.09,1.22
152612,1/05/2016 1:25,-19.909,S,117.931,E,-19.909,S,117.931,E,122,-40.52,,,1.19,25255.68,0.83,240.12,1.44
152612,1/05/2016 2:08,-19.891,S,117.93,E,-19.891,S,117.93,E,122,-41.74,,,2.01,25257.69,0.72,240.15,2.8
152612,1/05/2016 13:49,-19.92,S,117.932,E,-19.92,S,117.932,E,122,-39.8,,,3.23,25260.92,11.67,240.64,0.28
152612,1/05/2016 21:50,-19.909,S,117.962,E,-19.909,S,117.962,E,122,-39.59,,,3.37,25264.29,8.02,240.97,0.42
152612,1/05/2016 21:50,-19.901,S,117.914,E,-19.901,S,117.914,E,122,-41.89,,,5.1,25269.39,0.01,240.97,483.16
152612,1/05/2016 22:43,-19.906,S,117.941,E,-19.906,S,117.941,E,122,-40.47,,,2.88,25272.27,0.87,241.01,3.31
152612,2/05/2016 1:04,-19.899,S,117.95,E,-19.899,S,117.95,E,123,-41.06,,,1.22,25273.49,2.35,241.11,0.52
152612,2/05/2016 1:56,-19.906,S,117.962,E,-19.906,S,117.962,E,123,-39.82,,,1.48,25274.97,0.87,241.14,1.71
152612,2/05/2016 5:47,-19.903,S,117.953,E,-19.903,S,117.953,E,123,-40.49,,,1,25275.97,3.86,241.3,0.26
152612,2/05/2016 7:26,-19.92,S,117.948,E,-19.92,S,117.948,E,123,-38.92,,,1.96,25277.93,1.64,241.37,1.19
152612,2/05/2016 20:37,-19.953,S,117.966,E,-19.953,S,117.966,E,123,-35.86,,,4.13,25282.06,13.19,241.92,0.31
152612,3/05/2016 8:55,-19.927,S,117.93,E,-19.927,S,117.93,E,124,-39.38,,,4.75,25286.81,12.29,242.43,0.39
152612,3/05/2016 10:42,-19.902,S,117.946,E,-19.902,S,117.946,E,124,-40.79,,,3.25,25290.06,1.79,242.51,1.81
152612,3/05/2016 11:42,-19.894,S,117.911,E,-19.894,S,117.911,E,124,-42.36,,,3.77,25293.83,0.99,242.55,3.8
152612,3/05/2016 14:50,-19.924,S,117.928,E,-19.924,S,117.928,E,124,-39.56,,,3.78,25297.61,3.13,242.68,1.21
152612,3/05/2016 21:42,-19.925,S,117.896,E,-19.925,S,117.896,E,124,-40.62,,,3.35,25300.96,6.87,242.97,0.49
152612,4/05/2016 8:42,-19.935,S,117.954,E,-19.935,S,117.954,E,125,-37.88,,,6.17,25307.13,10.99,243.43,0.56
152612,4/05/2016 11:41,-19.937,S,117.935,E,-19.937,S,117.935,E,125,-38.68,,,2,25309.13,2.99,243.55,0.67
152612,4/05/2016 12:46,-19.936,S,117.944,E,-19.936,S,117.944,E,125,-38.2,,,0.95,25310.08,1.09,243.6,0.87
152612,4/05/2016 21:50,-19.916,S,117.928,E,-19.916,S,117.928,E,125,-40.05,,,2.79,25312.87,9.05,243.97,0.31
152612,5/05/2016 0:02,-19.933,S,117.933,E,-19.933,S,117.933,E,126,-39.02,,,1.96,25314.83,2.2,244.06,0.89
152612,5/05/2016 0:46,-19.917,S,117.934,E,-19.917,S,117.934,E,126,-39.94,,,1.78,25316.61,0.73,244.09,2.44
152612,5/05/2016 12:22,-19.91,S,117.935,E,-19.91,S,117.935,E,126,-40.34,,,0.79,25317.4,11.6,244.58,0.07
152612,5/05/2016 13:24,-19.91,S,117.943,E,-19.91,S,117.943,E,126,-40.05,,,0.84,25318.24,1.03,244.62,0.82
152612,5/05/2016 19:47,-19.89,S,117.941,E,-19.89,S,117.941,E,126,-41.6,,,2.24,25320.48,6.39,244.89,0.35
152612,5/05/2016 21:04,-19.891,S,117.943,E,-19.891,S,117.943,E,126,-41.54,,,0.24,25320.72,1.29,244.94,0.19
152612,5/05/2016 21:06,-19.918,S,117.962,E,-19.918,S,117.962,E,126,-38.92,,,3.6,25324.32,0.03,244.94,144
152612,6/05/2016 0:26,-19.911,S,117.939,E,-19.911,S,117.939,E,127,-40.12,,,2.53,25326.85,3.34,245.08,0.76
152612,6/05/2016 1:11,-19.91,S,117.938,E,-19.91,S,117.938,E,127,-40.23,,,0.15,25327,0.74,245.11,0.2
152612,6/05/2016 12:03,-19.901,S,117.931,E,-19.901,S,117.931,E,127,-41.07,,,1.24,25328.24,10.87,245.56,0.11
152612,6/05/2016 20:58,-19.931,S,117.892,E,-19.931,S,117.892,E,127,-40.21,,,5.27,25333.51,8.93,245.94,0.59
152612,6/05/2016 22:17,-19.939,S,117.904,E,-19.939,S,117.904,E,127,-39.42,,,1.54,25335.05,1.32,245.99,1.17
