tag_id,date,lat,dir1,lon,dir2,lat2,dir3,lon2,dir4,Day of Year,Depth (m),SST daily (C),SST weekly (C),SST monthly (C),Displacement (km),Distance (km),Cummulative (km),Hours,Cummulative (days),Speed (kph)
76034a,21/10/2009 23:56,-10.412,S,141.594,E,-8.92,S,134.798,E,294,-11.26,27.13,27.31,26.92,3238.3,35.41,33941.38,25.22,636.21,1.4
76034a,23/10/2009 8:35,-10.394,S,141.336,E,-9.214,S,146.373,E,296,-13,26.56,27.41,26.98,3214.2,28.32,33969.7,32.66,637.57,0.87
76034a,24/10/2009 11:43,-10.381,S,141.35,E,-8.996,S,147.647,E,297,-13,26.7,26.95,27.01,3216.3,2.11,33971.81,27.12,638.7,0.08
76034a,25/10/2009 5:04,-10.378,S,141.223,E,-14.287,S,123.94,E,298,-13.62,26.44,26.93,26.93,3204.1,13.91,33985.72,17.36,639.42,0.8
76034a,25/10/2009 8:13,-10.378,S,141.246,E,-6.493,S,157.922,E,298,-13,26.45,26.95,26.93,3206.3,2.52,33988.24,3.15,639.55,0.8
76034a,26/10/2009 7:15,-10.307,S,141.092,E,-9.363,S,145.213,E,299,-14,26.73,27.04,26.93,3195.2,18.62,34006.86,23.02,640.51,0.81
76034a,26/10/2009 7:59,-10.305,S,141.219,E,-5.062,S,163.771,E,299,-13,27.03,26.99,27.1,3207.5,13.91,34020.77,0.74,640.54,18.78
76034a,28/10/2009 6:27,-10.31,S,141.255,E,-4.265,S,168.274,E,301,-13,-99.99,27,27.07,3210.8,3.98,34024.75,46.46,642.48,0.09
76034a,28/10/2009 15:57,-10.31,S,141.204,E,-12.564,S,151.16,E,301,-13,-99.99,26.99,27.09,3205.8,5.59,34030.34,9.5,642.88,0.59
76034a,29/10/2009 18:49,-10.357,S,141.198,E,-12.857,S,152.445,E,302,-14,27.15,26.95,26.95,3202.8,5.27,34035.61,26.87,644,0.2
76034a,29/10/2009 20:14,-10.325,S,141.178,E,-12.487,S,150.48,E,302,-13.66,27.18,27,27,3202.5,4.18,34039.79,1.43,644.06,2.93
76034a,31/10/2009 19:37,-10.201,S,141.194,E,-7.149,S,127.34,E,304,-12.02,26.88,26.99,27,3210.6,13.91,34053.7,47.37,646.03,0.29
76034a,1/11/2009 8:29,-10.268,S,141.33,E,-8.28,S,149.834,E,305,-12,27.16,27.35,27.28,3220.2,16.66,34070.36,13.87,646.61,1.2
76034a,1/11/2009 19:37,-10.243,S,141.288,E,-16.342,S,167.633,E,305,-12,27.17,27.35,27.21,3217.4,5.38,34075.74,11.13,647.07,0.48
76034a,2/11/2009 13:28,-10.198,S,141.356,E,-18.256,S,104.386,E,306,-11,-99.99,27.36,27,3226.4,8.98,34084.72,17.86,647.81,0.5
76034a,3/11/2009 16:15,-10.257,S,141.558,E,-9.629,S,139.082,E,307,-11,27.39,27.36,27.34,3242.9,23.08,34107.8,26.78,648.93,0.86
76034a,3/11/2009 20:12,-10.189,S,141.572,E,-3.873,S,113.805,E,307,-10,27.32,27.38,27.15,3247.7,7.72,34115.52,3.95,649.1,1.95
76034a,3/11/2009 21:01,-10.18,S,141.499,E,-6.792,S,130.13,E,307,-10.81,27.02,27.36,27.23,3241.2,8.06,34123.58,0.82,649.13,9.81
76034a,5/11/2009 3:23,-10.418,S,141.393,E,-3.38,S,172.861,E,309,-12.47,27.51,27.44,27.47,3218.5,28.93,34152.51,30.36,650.39,0.95
76034a,5/11/2009 4:50,-10.444,S,141.334,E,-12.651,S,131.622,E,309,-13,27.48,27.46,27.43,3211.5,7.08,34159.59,1.44,650.45,4.91
76034a,5/11/2009 12:28,-10.401,S,141.313,E,-11.953,S,134.39,E,309,-13,27.46,27.43,27.43,3211.6,5.31,34164.9,7.65,650.77,0.69
76034a,5/11/2009 16:12,-10.349,S,141.1,E,-10.62,S,142.305,E,309,-14,27.09,27.3,27.45,3193.7,24.03,34188.93,3.73,650.93,6.44
76034a,6/11/2009 1:14,-10.404,S,141.307,E,-2.428,S,105.897,E,310,-13,26.9,27.43,27.43,3210.9,23.48,34212.41,9.03,651.3,2.6
76034a,6/11/2009 3:11,-10.411,S,141.352,E,-2.195,S,178.081,E,310,-13,26.87,27.44,27.45,3214.9,4.99,34217.4,1.95,651.39,2.56
76034a,6/11/2009 4:35,-10.381,S,141.374,E,-11.485,S,137.076,E,310,-12.48,26.94,27.42,27.42,3218.6,4.12,34221.52,1.4,651.44,2.95
76034a,7/11/2009 4:37,-10.199,S,141.48,E,-12.316,S,135.012,E,311,-11,27.32,27.36,27.22,3238.3,23.35,34244.87,24.04,652.45,0.97
76034a,7/11/2009 22:47,-10.376,S,141.362,E,-17.696,S,174.607,E,311,-12.68,27.46,27.42,27.42,3217.7,23.56,34268.43,18.17,653.2,1.3
76034a,8/11/2009 15:38,-10.41,S,141.305,E,-14.031,S,157.013,E,312,-13,-99.99,27.43,27.42,3210.4,7.3,34275.73,16.86,653.91,0.43
76034a,9/11/2009 0:11,-10.356,S,141.302,E,-9.139,S,136.11,E,313,-13,26.96,28.05,27.46,3212.9,6.02,34281.75,8.55,654.26,0.7
76034a,9/11/2009 4:19,-10.354,S,141.404,E,-9.78,S,143.935,E,313,-12,27.11,28.13,27.42,3222.9,11.17,34292.92,4.13,654.43,2.7
76034a,9/11/2009 8:34,-10.339,S,141.223,E,-8.82,S,147.694,E,313,-13,27.47,28.02,27.48,3206.1,19.89,34312.81,4.25,654.61,4.68
76034a,9/11/2009 12:42,-10.338,S,141.301,E,-13.708,S,126.144,E,313,-13,27.06,28.07,27.45,3213.8,8.54,34321.35,4.13,654.78,2.07
76034a,9/11/2009 17:03,-10.451,S,141.073,E,-4.702,S,120.641,E,313,-15.04,26.81,28.15,27.36,3185.8,27.95,34349.3,4.35,654.96,6.43
76034a,11/11/2009 5:52,-10.243,S,141.124,E,-0.556,S,-174.491,W,315,-13,27.71,28.09,27.4,3201.6,23.82,34373.12,36.82,656.5,0.65
76034a,13/11/2009 9:26,-10.243,S,141.178,E,-14.707,S,122.29,E,317,-13,-99.99,28.14,27.35,3206.8,5.92,34379.04,51.57,658.65,0.11
76034a,13/11/2009 16:32,-10.241,S,141.174,E,-8.457,S,133.257,E,317,-13,-99.99,28.14,27.35,3206.5,0.49,34379.53,7.09,658.94,0.07
76034a,14/11/2009 3:29,-10.29,S,141.172,E,-3.974,S,169.105,E,318,-13,27.58,28.05,27.47,3203.8,5.46,34384.99,10.95,659.4,0.5
76034a,14/11/2009 8:04,-10.327,S,141.162,E,-14.212,S,123.526,E,318,-14,27.63,28.04,27.46,3200.9,4.26,34389.25,4.58,659.59,0.93
76034a,14/11/2009 16:22,-10.334,S,141.228,E,-9.627,S,138.109,E,318,-13,27.35,28.03,27.48,3206.9,7.27,34396.52,8.3,659.94,0.88
76034a,15/11/2009 12:16,-10.363,S,141.219,E,-11.149,S,137.724,E,319,-13.67,27.89,27.99,27.49,3204.5,3.38,34399.9,19.91,660.77,0.17
76034a,15/11/2009 16:12,-10.28,S,141.141,E,-10.721,S,143.093,E,319,-13.43,27.87,28.03,27.45,3201.3,12.58,34412.48,3.93,660.93,3.2
76034a,15/11/2009 20:15,-10.317,S,141.318,E,-12.71,S,151.549,E,319,-12.02,28.37,28.1,27.41,3216.5,19.82,34432.3,4.05,661.1,4.9
76034a,18/11/2009 11:16,-10.345,S,141.457,E,-4.527,S,167.564,E,322,-12,27.88,28.64,27.46,3228.5,15.54,34447.84,63.02,663.72,0.25
76034a,19/11/2009 7:42,-10.343,S,141.391,E,-12.239,S,132.813,E,323,-12,27.03,28.55,27.39,3222.2,7.23,34455.07,20.42,664.57,0.35
76034a,21/11/2009 6:53,-10.261,S,141.313,E,-6.992,S,155.914,E,325,-12,26.8,28.4,27.26,3218.9,12.5,34467.57,47.19,666.54,0.26
76034a,21/11/2009 16:29,-10.288,S,141.187,E,-8.72,S,134.333,E,325,-13,25.73,28.44,27.47,3205.3,14.12,34481.69,9.6,666.94,1.47
76034a,21/11/2009 23:35,-10.254,S,141.262,E,-10.959,S,144.48,E,325,-12.07,26.33,28.39,27.29,3214.4,9.04,34490.73,7.11,667.24,1.27
76034a,22/11/2009 11:36,-10.298,S,141.261,E,-6.258,S,159.29,E,326,-13,-99.99,28.38,27.45,3212,4.9,34495.63,12.01,667.74,0.41
76034a,25/11/2009 10:57,-10.428,S,141.239,E,-4.499,S,168.413,E,329,-14,28.16,29.72,27.42,3203.1,14.67,34510.3,71.35,670.71,0.21
76034a,26/11/2009 19:46,-10.368,S,141.354,E,-16.261,S,166.439,E,330,-12.78,26.93,29.65,27.42,3217.3,14.25,34524.55,32.82,672.08,0.43
76034a,29/11/2009 18:06,-10.191,S,141.299,E,-17.07,S,172.915,E,333,-12,-99.99,30.05,27.07,3221.2,20.6,34545.15,70.33,675.01,0.29
76034a,29/11/2009 23:50,-10.182,S,141.296,E,-9.361,S,137.594,E,333,-11.94,-99.99,30.02,27.1,3221.4,1.05,34546.2,5.73,675.25,0.18
76034a,30/11/2009 3:41,-10.191,S,141.333,E,-4.766,S,163.02,E,334,-11.46,28,30.02,27.02,3224.5,4.18,34550.38,3.85,675.41,1.09
76034a,2/12/2009 7:29,-10.173,S,141.467,E,-10.9,S,138.213,E,336,-11,29.38,30.28,29.15,3238.4,14.82,34565.2,51.8,677.57,0.29
76034a,2/12/2009 22:31,-10.184,S,141.332,E,-19.239,S,-176.958,W,336,-11.04,29.3,30.01,29,3224.8,14.84,34580.04,15.03,678.19,0.99
76034a,4/12/2009 12:22,-10.452,S,140.962,E,-11.866,S,134.608,E,338,-16.37,-99.99,29.99,28.83,3175,50.32,34630.36,37.86,679.77,1.33
76034a,4/12/2009 19:27,-10.263,S,141.138,E,-8.692,S,134.351,E,338,-13,-99.99,29.98,28.84,3201.9,28.53,34658.89,7.09,680.06,4.03
76034a,5/12/2009 16:02,-10.322,S,140.994,E,-11.353,S,145.16,E,339,-15,-99.99,30.06,28.95,3184.9,17.08,34675.97,20.57,680.92,0.83
76034a,6/12/2009 7:28,-10.462,S,141.151,E,-11.64,S,137.386,E,340,-14.98,-99.99,30,28.91,3192.8,23.2,34699.17,15.44,681.57,1.5
76034a,6/12/2009 9:57,-10.323,S,141.294,E,-17.754,S,109.703,E,340,-13,-99.99,29.73,28.91,3213.9,22.01,34721.18,2.48,681.67,8.88
76034a,6/12/2009 11:42,-10.314,S,141.164,E,-9.084,S,146.773,E,340,-13.87,-99.99,29.97,28.86,3201.7,14.27,34735.45,1.76,681.74,8.13
76034a,7/12/2009 4:33,-10.312,S,141.088,E,-11.264,S,137.434,E,341,-14,-99.99,30.06,28.85,3194.5,8.33,34743.78,16.84,682.44,0.49
76034a,7/12/2009 7:14,-10.49,S,141.005,E,-8.754,S,148.074,E,341,-16,-99.99,29.98,28.9,3177.2,21.8,34765.58,2.7,682.56,8.09
76034a,7/12/2009 11:20,-10.257,S,141.149,E,-6.558,S,157.95,E,341,-13,-99.99,29.97,28.86,3203.3,30.35,34795.93,4.09,682.73,7.42
76034a,7/12/2009 11:21,-10.279,S,141.209,E,-5.005,S,164.285,E,341,-13,-99.99,29.86,28.93,3207.9,7.01,34802.94,0.03,682.73,268.47
76034a,8/12/2009 0:06,-10.171,S,140.892,E,-9.243,S,136.77,E,342,-14.62,-99.99,29.82,28.98,3183,36.75,34839.69,12.75,683.26,2.88
76034a,8/12/2009 19:31,-10.374,S,141.267,E,-8.366,S,132.299,E,342,-13,-99.99,29.98,28.93,3208.6,46.88,34886.57,19.4,684.07,2.42
76034a,8/12/2009 23:49,-10.322,S,141.377,E,-11.413,S,146.217,E,342,-12,-99.99,29.75,29.16,3221.9,13.36,34899.93,4.31,684.25,3.1
76034a,9/12/2009 23:28,-10.381,S,141.224,E,-13.723,S,156.283,E,343,-13.56,-99.99,30.09,29.07,3204.1,18,34917.93,23.64,685.23,0.76
76034a,10/12/2009 20:17,-10.202,S,141.751,E,-12.209,S,150.22,E,344,-10,-99.99,-99.99,28.86,3264.4,61.06,34978.99,20.83,686.1,2.93
76034a,12/12/2009 11:00,-10.174,S,141.408,E,-4.819,S,165.66,E,346,-11,29.68,29.46,29.14,3232.7,37.71,35016.7,38.71,687.71,0.97
76034a,12/12/2009 11:21,-10.24,S,141.286,E,-4.675,S,165.956,E,346,-12,29.81,29.57,28.84,3217.4,15.25,35031.95,0.36,687.73,42.13
76034a,13/12/2009 21:24,-10.204,S,141.452,E,-5.085,S,119.478,E,347,-11,-99.99,29.56,28.98,3235.4,18.62,35050.57,34.04,689.15,0.55
